sample,gene,weight
PknG_IND1,Rv1564c,0.0
PknG_IND1,Rv3031,-1.0
PknG_IND1,Rv3032,-1.0
PknG_IND1,Rv1212c,1.0
PknG_IND1,Rv3378c,-1.0
PknG_IND1,Rv3383c,0.0
PknG_IND1,Rv3703c,0.0
PknG_IND1,none,0.0
PknG_IND1,Rv2291,0.0
PknG_IND1,Rv3117,0.0
PknG_IND1,Rv0815c,0.0
PknG_IND1,Rv1427c,0.0
PknG_IND1,Rv0270,0.0
PknG_IND1,Rv0119,-1.0
PknG_IND1,Rv0035,0.0
PknG_IND1,Rv0852,-1.0
PknG_IND1,Rv1750c,0.0
PknG_IND1,Rv1925,1.0
PknG_IND1,Rv2948c,-1.0
PknG_IND1,Rv0404,0.0
PknG_IND1,Rv1193,0.0
PknG_IND1,Rv1058,0.0
PknG_IND1,Rv1549,-1.0
PknG_IND1,Rv3089,0.0
PknG_IND1,Rv1521,0.0
PknG_IND1,Rv0166,0.0
PknG_IND1,Rv2187,0.0
PknG_IND1,Rv0551c,0.0
PknG_IND1,Rv1206,-1.0
PknG_IND1,Rv2505c,0.0
PknG_IND1,Rv3513c,0.0
PknG_IND1,Rv1550,-1.0
PknG_IND1,Rv2950c,0.0
PknG_IND1,Rv0214,-1.0
PknG_IND1,Rv2040c,0.0
PknG_IND1,Rv1235,0.0
PknG_IND1,Rv2041c,0.0
PknG_IND1,Rv2038c,0.0
PknG_IND1,Rv2039c,-1.0
PknG_IND1,Rv1143,0.0
PknG_IND1,Rv2850c,0.0
PknG_IND1,Rv2713,0.0
PknG_IND1,Rv0018c,0.0
PknG_IND1,Rv2228c,-1.0
PknG_IND1,Rv0562,0.0
PknG_IND1,Rv3702c,0.0
PknG_IND1,Rv3700c,0.0
PknG_IND1,Rv2754c,-1.0
PknG_IND1,Rv3645,1.0
PknG_IND1,Rv0634c,0.0
PknG_IND1,Rv2581c,1.0
PknG_IND1,Rv2641,1.0
PknG_IND1,Rv0249c,0.0
PknG_IND1,Rv3266c,0.0
PknG_IND1,Rv3592,1.0
PknG_IND1,Rv3802c,1.0
PknG_IND1,Rv0774c,0.0
PknG_IND1,Rv0519c,0.0
PknG_IND1,Rv1288,0.0
PknG_IND1,Rv0125,0.0
PknG_IND1,Rv3199c,0.0
PknG_IND1,Rv3701c,0.0
PknG_IND1,Rv0294,0.0
PknG_IND1,Rv0648,-1.0
PknG_IND1,Rv1124,0.0
PknG_IND1,Rv3670,-1.0
PknG_IND1,Rv0134,1.0
PknG_IND1,Rv2740,0.0
PknG_IND1,Rv3617,0.0
PknG_IND1,Rv1938,0.0
PknG_IND1,Rv3176c,0.0
PknG_IND1,Rv3803c,0.0
PknG_IND1,Rv3804c,1.0
PknG_IND1,Rv0129c,1.0
PknG_IND1,Rv1886c,0.0
PknG_IND1,Rv0413,0.0
PknG_IND1,Rv3087,0.0
PknG_IND1,Rv3233c,-1.0
PknG_IND1,Rv0221,0.0
PknG_IND1,Rv3734c,0.0
PknG_IND1,Rv2484c,1.0
PknG_IND1,Rv0895,-1.0
PknG_IND1,Rv2285,0.0
PknG_IND1,Rv1425,0.0
PknG_IND1,Rv3740c,0.0
PknG_IND1,Rv3480c,0.0
PknG_IND1,Rv3371,0.0
PknG_IND1,Rv3234c,0.0
PknG_IND1,Rv3130c,1.0
PknG_IND1,Rv1760,0.0
PknG_IND1,Rv3088,0.0
PknG_IND1,Rv3097c,-1.0
PknG_IND1,Rv2385,-1.0
PknG_IND1,Rv3487c,0.0
PknG_IND1,Rv3084,0.0
PknG_IND1,Rv2463,0.0
PknG_IND1,Rv0646c,0.0
PknG_IND1,Rv0220,0.0
PknG_IND1,Rv1426c,-1.0
PknG_IND1,Rv1497,1.0
PknG_IND1,Rv3203,0.0
PknG_IND1,Rv1104,0.0
PknG_IND1,Rv1923,0.0
PknG_IND1,Rv1105,-1.0
PknG_IND1,Rv1399c,0.0
PknG_IND1,Rv1076,0.0
PknG_IND1,Rv2970c,0.0
PknG_IND1,Rv1400c,0.0
PknG_IND1,Rv3775,0.0
PknG_IND1,Rv2349c,0.0
PknG_IND1,Rv2351c,0.0
PknG_IND1,Rv2284,0.0
PknG_IND1,Rv2045c,0.0
PknG_IND1,Rv2350c,-1.0
PknG_IND1,Rv2485c,0.0
PknG_IND1,Rv0217c,0.0
PknG_IND1,Rv3817,0.0
PknG_IND2,Rv1295,0.0
PknG_IND2,Rv2573,-1.0
PknG_IND2,Rv3290c,1.0
PknG_IND2,Rv2589,0.0
PknG_IND2,Rv1323,1.0
PknG_IND2,Rv3535c,1.0
PknG_IND2,Rv0254c,0.0
PknG_IND2,Rv3280,0.0
PknG_IND2,Rv0904c,0.0
PknG_IND2,Rv3281,0.0
PknG_IND2,Rv3441c,0.0
PknG_IND2,Rv1302,0.0
PknG_IND2,Rv1654,0.0
PknG_IND2,Rv2747,0.0
PknG_IND2,Rv1653,0.0
PknG_IND2,Rv0409,0.0
PknG_IND2,Rv1820,0.0
PknG_IND2,Rv3509c,0.0
PknG_IND2,Rv3002c,0.0
PknG_IND2,Rv3003c,0.0
PknG_IND2,Rv3470c,-1.0
PknG_IND2,Rv2922A,0.0
PknG_IND2,Rv1475c,0.0
PknG_IND2,Rv1655,0.0
PknG_IND2,Rv3310,-1.0
PknG_IND2,Rv2523c,0.0
PknG_IND2,Rv3667,0.0
PknG_IND2,Rv3313c,-1.0
PknG_IND2,Rv0812,0.0
PknG_IND2,Rv2236c,0.0
PknG_IND2,Rv1005c,0.0
PknG_IND2,Rv0013,0.0
PknG_IND2,Rv0255c,-1.0
PknG_IND2,Rv2848c,0.0
PknG_IND2,Rv0733,0.0
PknG_IND2,Rv1625c,1.0
PknG_IND2,Rv2212,0.0
PknG_IND2,Rv1900c,0.0
PknG_IND2,Rv1264,0.0
PknG_IND2,Rv1320c,0.0
PknG_IND2,Rv1318c,0.0
PknG_IND2,Rv1319c,-1.0
PknG_IND2,Rv3377c,0.0
PknG_IND2,Rv2435c,-1.0
PknG_IND2,Rv1647,0.0
PknG_IND2,Rv1120c,0.0
PknG_IND2,Rv2202c,1.0
PknG_IND2,Rv2208,0.0
PknG_IND2,Rv2584c,0.0
PknG_IND2,Rv1285,1.0
PknG_IND2,Rv1286,1.0
PknG_IND2,Rv0777,0.0
PknG_IND2,Rv0357c,-1.0
PknG_IND2,Rv3795,-1.0
PknG_IND2,Rv3794,-1.0
PknG_IND2,Rv3792,-1.0
PknG_IND2,Rv3332,0.0
PknG_IND2,Rv2182c,1.0
PknG_IND2,Rv2483c,0.0
PknG_IND2,Rv1652,0.0
PknG_IND2,Rv3248c,0.0
PknG_IND2,Rv0091,-1.0
PknG_IND2,Rv0423c,0.0
PknG_IND2,Rv0957,0.0
PknG_IND2,Rv3276c,0.0
PknG_IND2,Rv3257c,0.0
PknG_IND2,Rv3275c,0.0
PknG_IND2,Rv2215,1.0
PknG_IND2,Rv3330,0.0
PknG_IND2,Rv2981c,0.0
PknG_IND2,Rv2780,1.0
PknG_IND2,Rv3423c,0.0
PknG_IND2,Rv2259,0.0
PknG_IND2,Rv1895,0.0
PknG_IND2,Rv3045,0.0
PknG_IND2,Rv2858c,0.0
PknG_IND2,Rv0458,0.0
PknG_IND2,Rv0768,1.0
PknG_IND2,Rv0147,0.0
PknG_IND2,Rv3293,0.0
PknG_IND2,Rv1568,-1.0
PknG_IND2,Rv2363,-1.0
PknG_IND2,Rv2467,0.0
PknG_IND2,Rv2192c,0.0
PknG_IND2,Rv1609,0.0
PknG_IND2,Rv1569,0.0
PknG_IND2,Rv0032,-1.0
PknG_IND2,Rv2671,-1.0
PknG_IND2,Rv2531c,0.0
PknG_IND2,Rv1001,0.0
PknG_IND2,Rv1659,0.0
PknG_IND2,Rv1658,0.0
PknG_IND2,Rv2320c,0.0
PknG_IND2,Rv3708c,0.0
PknG_IND2,Rv1538c,0.0
PknG_IND2,Rv2201,0.0
PknG_IND2,Rv0346c,0.0
PknG_IND2,Rv2127,0.0
PknG_IND2,Rv3601c,-1.0
PknG_IND2,Rv1380,0.0
PknG_IND2,Rv3709c,0.0
PknG_IND2,Rv1595,1.0
PknG_IND2,Rv3565,0.0
PknG_IND2,Rv0337c,0.0
PknG_IND2,Rv2121c,0.0
PknG_IND2,Rv1310,0.0
PknG_IND2,Rv1305,1.0
PknG_IND2,Rv1308,0.0
PknG_IND2,Rv1309,0.0
PknG_IND2,Rv1306,1.0
PknG_IND2,Rv1307,1.0
PknG_IND2,Rv1304,0.0
PknG_IND2,Rv1311,0.0
PknG_IND2,Rv3279c,0.0
PknG_IND2,Rv0522,0.0
PknG_IND2,Rv0223c,0.0
PknG_IND2,Rv1589,0.0
PknG_IND2,Rv0107c,0.0
PknG_IND2,Rv1908c,1.0
PknG_IND2,Rv1607,0.0
PknG_IND2,Rv2849c,0.0
PknG_IND2,Rv1383,-1.0
PknG_IND2,Rv1384,0.0
PknG_IND2,Rv2289,0.0
PknG_IND2,Rv1011,0.0
PknG_IND2,Rv2612c,0.0
PknG_IND2,Rv3759c,0.0
PknG_IND2,Rv3756c,0.0
PknG_IND2,Rv3758c,0.0
PknG_IND2,Rv3757c,0.0
PknG_IND2,Rv1885c,-1.0
PknG_IND2,Rv0948c,0.0
PknG_IND2,Rv2540c,1.0
PknG_IND2,Rv2949c,0.0
PknG_IND2,Rv2130c,0.0
PknG_IND2,Rv2498c,1.0
PknG_IND2,Rv3075c,0.0
PknG_IND2,Rv0464c,0.0
PknG_IND2,Rv0771,0.0
PknG_IND2,Rv1239c,0.0
PknG_IND2,Rv2062c,0.0
PknG_IND2,Rv0375c,-1.0
PknG_IND2,Rv0373c,-1.0
PknG_IND2,Rv0374c,0.0
PknG_IND2,Rv2066,0.0
PknG_IND2,Rv2071c,-1.0
PknG_IND2,Rv2072c,-1.0
PknG_IND2,Rv2070c,-1.0
PknG_IND2,Rv2065,0.0
PknG_IND2,Rv2388c,0.0
PknG_IND2,Rv1131,1.0
PknG_IND2,Rv0889c,1.0
PknG_IND2,Rv0896,0.0
PknG_IND2,Rv1699,0.0
PknG_IND2,Rv3283,1.0
PknG_IND2,Rv0390,0.0
PknG_IND2,Rv2194,1.0
PknG_IND2,Rv2196,1.0
PknG_IND2,Rv2195,1.0
PknG_IND2,Rv3043c,0.0
PknG_IND2,Rv1451,0.0
PknG_IND2,Rv2200c,0.0
PknG_IND2,Rv2193,1.0
PknG_IND2,Rv0848,0.0
PknG_IND2,Rv1336,1.0
PknG_IND2,Rv2334,0.0
PknG_IND2,Rv3340,0.0
PknG_IND2,Rv0075,0.0
PknG_IND2,Rv1077,0.0
PknG_IND2,Rv1620c,0.0
PknG_IND2,Rv1621c,0.0
PknG_IND2,Rv1623c,1.0
PknG_IND2,Rv1622c,0.0
PknG_IND2,Rv3315c,-1.0
PknG_IND2,Rv1712,-1.0
PknG_IND2,Rv0143c,0.0
PknG_IND2,Rv0103c,0.0
PknG_IND2,Rv0092,0.0
PknG_IND2,Rv0499,0.0
PknG_IND2,Rv2252,0.0
PknG_IND2,Rv1905c,0.0
PknG_IND2,Rv1704c,0.0
PknG_IND2,Rv1293,0.0
PknG_IND2,Rv2726c,0.0
PknG_IND2,Rv2881c,0.0
PknG_IND2,Rv2482c,0.0
PknG_IND2,Rv1570,-1.0
PknG_IND2,Rv2136c,1.0
PknG_IND2,Rv3807c,0.0
PknG_IND2,Rv3791,-1.0
PknG_IND2,Rv3790,-1.0
PknG_IND2,Rv3806c,0.0
PknG_IND2,Rv0321,0.0
PknG_IND2,Rv2178c,0.0
PknG_IND2,Rv3229c,1.0
PknG_IND2,Rv1094,1.0
PknG_IND2,Rv0824c,1.0
PknG_IND2,Rv1714,-1.0
PknG_IND2,Rv1928c,0.0
PknG_IND2,Rv1389,0.0
PknG_IND2,Rv0189c,0.0
PknG_IND2,Rv2773c,0.0
PknG_IND2,Rv2753c,1.0
PknG_IND2,Rv2763c,0.0
PknG_IND2,Rv2447c,0.0
PknG_IND2,Rv0534c,-1.0
PknG_IND2,Rv3607c,1.0
PknG_IND2,Rv2139,0.0
PknG_IND2,Rv1381,0.0
PknG_IND2,Rv1409,0.0
PknG_IND2,Rv1207,0.0
PknG_IND2,Rv3608c,1.0
PknG_IND2,Rv2537c,0.0
PknG_IND2,Rv2538c,0.0
PknG_IND2,Rv3398c,-1.0
PknG_IND2,Rv1631,0.0
PknG_IND2,Rv0478,1.0
PknG_IND2,Rv3247c,0.0
PknG_IND2,Rv2697c,0.0
PknG_IND2,Rv2870c,0.0
PknG_IND2,Rv2682c,0.0
PknG_IND2,Rv3379c,-1.0
PknG_IND2,Rv1023,0.0
PknG_IND2,Rv3214,0.0
PknG_IND2,Rv1618,0.0
PknG_IND2,Rv3826,0.0
PknG_IND2,Rv1529,0.0
PknG_IND2,Rv1185c,0.0
PknG_IND2,Rv2590,0.0
PknG_IND2,Rv0099,0.0
PknG_IND2,Rv2930,1.0
PknG_IND2,Rv3801c,1.0
PknG_IND2,Rv1144,0.0
PknG_IND2,Rv0860,0.0
PknG_IND2,Rv0468,0.0
PknG_IND2,Rv0859,1.0
PknG_IND2,Rv1484,0.0
PknG_IND2,Rv2524c,1.0
PknG_IND2,Rv2947c,-1.0
PknG_IND2,Rv1350,0.0
PknG_IND2,Rv0533c,0.0
PknG_IND2,Rv1662,-1.0
PknG_IND2,Rv1663,-1.0
PknG_IND2,Rv2940c,0.0
PknG_IND2,Rv0363c,0.0
PknG_IND2,Rv1099c,0.0
PknG_IND2,Rv2131c,1.0
PknG_IND2,Rv0727c,0.0
PknG_IND2,Rv1485,0.0
PknG_IND2,Rv2605c,0.0
PknG_IND2,Rv2899c,0.0
PknG_IND2,Rv2900c,0.0
PknG_IND2,Rv0087,-1.0
PknG_IND2,Rv1348,-1.0
PknG_IND2,Rv1349,-1.0
PknG_IND2,Rv0084,0.0
PknG_IND2,Rv2786c,0.0
PknG_IND2,Rv2211c,0.0
PknG_IND2,Rv1553,-1.0
PknG_IND2,Rv1554,-1.0
PknG_IND2,Rv1552,-1.0
PknG_IND2,Rv1555,0.0
PknG_IND2,Rv0247c,0.0
PknG_IND2,Rv0248c,0.0
PknG_IND2,Rv3319,0.0
PknG_IND2,Rv3318,0.0
PknG_IND2,Rv3317,-1.0
PknG_IND2,Rv3316,0.0
PknG_IND2,Rv3106,0.0
PknG_IND2,Rv0886,0.0
PknG_IND2,Rv2455c,1.0
PknG_IND2,Rv2454c,1.0
PknG_IND2,Rv2957,0.0
PknG_IND2,Rv0992c,0.0
PknG_IND2,Rv2964,0.0
PknG_IND2,Rv1098c,-1.0
PknG_IND2,Rv2443,0.0
PknG_IND2,Rv2610c,0.0
PknG_IND2,Rv1500,0.0
PknG_IND2,Rv2188c,0.0
PknG_IND2,Rv1159,0.0
PknG_IND2,Rv1018c,0.0
PknG_IND2,Rv0334,0.0
PknG_IND2,Rv0524,0.0
PknG_IND2,Rv1551,-1.0
PknG_IND2,Rv2982c,0.0
PknG_IND2,Rv2249c,0.0
PknG_IND2,Rv0564c,0.0
PknG_IND2,Rv3302c,0.0
PknG_IND2,Rv2427c,0.0
PknG_IND2,Rv1447c,0.0
PknG_IND2,Rv1121,0.0
PknG_IND2,Rv3808c,0.0
PknG_IND2,Rv0620,-1.0
PknG_IND2,Rv0619,-1.0
PknG_IND2,Rv0618,0.0
PknG_IND2,Rv0993,0.0
PknG_IND2,Rv3331,0.0
PknG_IND2,Rv1436,0.0
PknG_IND2,Rv0956,0.0
PknG_IND2,Rv1832,1.0
PknG_IND2,Rv3303c,0.0
PknG_IND2,Rv3436c,0.0
PknG_IND2,Rv1512,0.0
PknG_IND2,Rv0070c,-1.0
PknG_IND2,Rv1093,1.0
PknG_IND2,Rv1328,0.0
PknG_IND2,Rv1326c,0.0
PknG_IND2,Rv1237,0.0
PknG_IND2,Rv1236,0.0
PknG_IND2,Rv1238,0.0
PknG_IND2,Rv1213,0.0
PknG_IND2,Rv2860c,0.0
PknG_IND2,Rv1878,0.0
PknG_IND2,Rv2220,0.0
PknG_IND2,Rv2222c,1.0
PknG_IND2,Rv2439c,0.0
PknG_IND2,Rv3704c,0.0
PknG_IND2,Rv3432c,-1.0
PknG_IND2,Rv2476c,0.0
PknG_IND2,Rv1602,1.0
PknG_IND2,Rv0808,1.0
PknG_IND2,Rv1338,0.0
PknG_IND2,Rv3858c,0.0
PknG_IND2,Rv3859c,0.0
PknG_IND2,Rv2833c,-1.0
PknG_IND2,Rv2832c,-1.0
PknG_IND2,Rv2834c,-1.0
PknG_IND2,Rv2835c,-1.0
PknG_IND2,Rv2205c,0.0
PknG_IND2,Rv1826,0.0
PknG_IND2,Rv1257c,0.0
PknG_IND2,Rv3696c,0.0
PknG_IND2,Rv0112,0.0
PknG_IND2,Rv1511,0.0
PknG_IND2,Rv3396c,0.0
PknG_IND2,Rv2051c,0.0
PknG_IND2,Rv1122,0.0
PknG_IND2,Rv1844c,0.0
PknG_IND2,Rv2277c,-1.0
PknG_IND2,Rv0317c,0.0
PknG_IND2,Rv3842c,1.0
PknG_IND2,Rv1086,1.0
PknG_IND2,Rv2855,0.0
PknG_IND2,Rv1283c,-1.0
PknG_IND2,Rv1281c,0.0
PknG_IND2,Rv1280c,0.0
PknG_IND2,Rv1282c,0.0
PknG_IND2,Rv0773c,-1.0
PknG_IND2,Rv2394,0.0
PknG_IND2,Rv3609c,1.0
PknG_IND2,Rv1940,0.0
PknG_IND2,Rv1415,0.0
PknG_IND2,Rv2583c,1.0
PknG_IND2,Rv0386,0.0
PknG_IND2,Rv3588c,0.0
PknG_IND2,Rv3273,0.0
PknG_IND2,Rv1284,0.0
PknG_IND2,Rv0511,1.0
PknG_IND2,Rv2458,0.0
PknG_IND2,Rv0650,-1.0
PknG_IND2,Rv1599,1.0
PknG_IND2,Rv0510,0.0
PknG_IND2,Rv0422c,0.0
PknG_IND2,Rv3534c,1.0
PknG_IND2,Rv3469c,-1.0
PknG_IND2,Rv3606c,1.0
PknG_IND2,Rv1294,0.0
PknG_IND2,Rv3341,0.0
PknG_IND2,Rv1296,0.0
PknG_IND2,Rv2231c,-1.0
PknG_IND2,Rv1600,1.0
PknG_IND2,Rv3772,0.0
PknG_IND2,Rv3624c,0.0
PknG_IND2,Rv0486,1.0
PknG_IND2,Rv3339c,0.0
PknG_IND2,Rv0066c,0.0
PknG_IND2,Rv3215,0.0
PknG_IND2,Rv1916,0.0
PknG_IND2,Rv0467,0.0
PknG_IND2,Rv1915,1.0
PknG_IND2,Rv1605,1.0
PknG_IND2,Rv1170,0.0
PknG_IND2,Rv1601,0.0
PknG_IND2,Rv1611,0.0
PknG_IND2,Rv2210c,0.0
PknG_IND2,Rv1843c,1.0
PknG_IND2,Rv3410c,0.0
PknG_IND2,Rv3411c,1.0
PknG_IND2,Rv0853c,0.0
PknG_IND2,Rv3393,-1.0
PknG_IND2,Rv1745c,0.0
PknG_IND2,Rv2995c,0.0
PknG_IND2,Rv2987c,0.0
PknG_IND2,Rv2988c,0.0
PknG_IND2,Rv3710,1.0
PknG_IND2,Rv3001c,0.0
PknG_IND2,Rv1031,0.0
PknG_IND2,Rv1030,-1.0
PknG_IND2,Rv1029,-1.0
PknG_IND2,Rv2691,0.0
PknG_IND2,Rv2692,0.0
PknG_IND2,Rv2316,-1.0
PknG_IND2,Rv2317,-1.0
PknG_IND2,Rv2318,-1.0
PknG_IND2,Rv0694,0.0
PknG_IND2,Rv0183,0.0
PknG_IND2,Rv0873,0.0
PknG_IND2,Rv3564,0.0
PknG_IND2,Rv2789c,0.0
PknG_IND2,Rv3563,-1.0
PknG_IND2,Rv3274c,0.0
PknG_IND2,Rv0752c,1.0
PknG_IND2,Rv0215c,0.0
PknG_IND2,Rv1872c,1.0
PknG_IND2,Rv1902c,0.0
PknG_IND2,Rv0191,0.0
PknG_IND2,Rv1837c,1.0
PknG_IND2,Rv2471,0.0
PknG_IND2,Rv3264c,0.0
PknG_IND2,Rv3255c,0.0
PknG_IND2,Rv2611c,0.0
PknG_IND2,Rv2380c,0.0
PknG_IND2,Rv2379c,0.0
PknG_IND2,Rv2384,-1.0
PknG_IND2,Rv2382c,-1.0
PknG_IND2,Rv2378c,0.0
PknG_IND2,Rv2383c,0.0
PknG_IND2,Rv2381c,0.0
PknG_IND2,Rv1347c,0.0
PknG_IND2,Rv2243,1.0
PknG_IND2,Rv1240,0.0
PknG_IND2,Rv2332,0.0
PknG_IND2,Rv3581c,1.0
PknG_IND2,Rv3582c,1.0
PknG_IND2,Rv1392,0.0
PknG_IND2,Rv2124c,0.0
PknG_IND2,Rv0137c,0.0
PknG_IND2,Rv2674,0.0
PknG_IND2,Rv1133c,1.0
PknG_IND2,Rv1604,1.0
PknG_IND2,Rv2701c,0.0
PknG_IND2,Rv0046c,1.0
PknG_IND2,Rv1322A,1.0
PknG_IND2,Rv0855,0.0
PknG_IND2,Rv1493,0.0
PknG_IND2,Rv1492,0.0
PknG_IND2,Rv0753c,1.0
PknG_IND2,Rv1692,0.0
PknG_IND2,Rv2225,1.0
PknG_IND2,Rv1562c,0.0
PknG_IND2,Rv1563c,-1.0
PknG_IND2,Rv0958,0.0
PknG_IND2,Rv1082,1.0
PknG_IND2,Rv0819,0.0
PknG_IND2,Rv3356c,0.0
PknG_IND2,Rv0126,0.0
PknG_IND2,Rv0470c,1.0
PknG_IND2,Rv0644c,0.0
PknG_IND2,Rv0503c,0.0
PknG_IND2,Rv0645c,0.0
PknG_IND2,Rv0642c,0.0
PknG_IND2,Rv3800c,1.0
PknG_IND2,Rv2245,1.0
PknG_IND2,Rv0098,-1.0
PknG_IND2,Rv2246,1.0
PknG_IND2,Rv1483,0.0
PknG_IND2,Rv3158,0.0
PknG_IND2,Rv3150,0.0
PknG_IND2,Rv3148,0.0
PknG_IND2,Rv3153,0.0
PknG_IND2,Rv3152,0.0
PknG_IND2,Rv3147,0.0
PknG_IND2,Rv3157,0.0
PknG_IND2,Rv3145,0.0
PknG_IND2,Rv3155,-1.0
PknG_IND2,Rv3156,0.0
PknG_IND2,Rv3149,-1.0
PknG_IND2,Rv3151,0.0
PknG_IND2,Rv3154,0.0
PknG_IND2,Rv0082,0.0
PknG_IND2,Rv3146,0.0
PknG_IND2,Rv1695,0.0
PknG_IND2,Rv2438c,0.0
PknG_IND2,Rv0157,0.0
PknG_IND2,Rv0155,-1.0
PknG_IND2,Rv0156,0.0
PknG_IND2,Rv3236c,0.0
PknG_IND2,Rv0573c,0.0
PknG_IND2,Rv1330c,0.0
PknG_IND2,Rv1737c,1.0
PknG_IND2,Rv0261c,-1.0
PknG_IND2,Rv0267,0.0
PknG_IND2,Rv2329c,0.0
PknG_IND2,Rv2287,-1.0
PknG_IND2,Rv2445c,0.0
PknG_IND2,Rv2920c,0.0
PknG_IND2,Rv2043c,1.0
PknG_IND2,Rv2421c,0.0
PknG_IND2,Rv2207,0.0
PknG_IND2,Rv1596,1.0
PknG_IND2,Rv1161,1.0
PknG_IND2,Rv1164,0.0
PknG_IND2,Rv1163,0.0
PknG_IND2,Rv1736c,1.0
PknG_IND2,Rv1162,1.0
PknG_IND2,Rv0021c,0.0
PknG_IND2,Rv1894c,1.0
PknG_IND2,Rv1533,0.0
PknG_IND2,Rv0548c,0.0
PknG_IND2,Rv1160,-1.0
PknG_IND2,Rv2344c,0.0
PknG_IND2,Rv2391,1.0
PknG_IND2,Rv0253,0.0
PknG_IND2,Rv0252,0.0
PknG_IND2,Rv1525,0.0
PknG_IND2,Rv3265c,0.0
PknG_IND2,Rv1656,0.0
PknG_IND2,Rv2503c,1.0
PknG_IND2,Rv2504c,1.0
PknG_IND2,Rv0884c,0.0
PknG_IND2,Rv1385,0.0
PknG_IND2,Rv0266c,0.0
PknG_IND2,Rv2322c,0.0
PknG_IND2,Rv2321c,0.0
PknG_IND2,Rv0382c,0.0
PknG_IND2,Rv0118c,-1.0
PknG_IND2,Rv1248c,0.0
PknG_IND2,Rv0555,0.0
PknG_IND2,Rv1187,0.0
PknG_IND2,Rv0500,0.0
PknG_IND2,Rv3602c,0.0
PknG_IND2,Rv1755c,-1.0
PknG_IND2,Rv2156c,0.0
PknG_IND2,Rv2392,1.0
PknG_IND2,Rv2967c,0.0
PknG_IND2,Rv0805,1.0
PknG_IND2,Rv0843,-1.0
PknG_IND2,Rv2241,0.0
PknG_IND2,Rv0462,0.0
PknG_IND2,Rv2497c,1.0
PknG_IND2,Rv2496c,1.0
PknG_IND2,Rv2495c,1.0
PknG_IND2,Rv2941,1.0
PknG_IND2,Rv2945c,0.0
PknG_IND2,Rv2607,0.0
PknG_IND2,Rv0211,1.0
PknG_IND2,Rv3010c,0.0
PknG_IND2,Rv2029c,1.0
PknG_IND2,Rv2996c,0.0
PknG_IND2,Rv0728c,0.0
PknG_IND2,Rv0946c,0.0
PknG_IND2,Rv1437,0.0
PknG_IND2,Rv1445c,0.0
PknG_IND2,Rv2233,0.0
PknG_IND2,Rv0489,0.0
PknG_IND2,Rv3400,0.0
PknG_IND2,Rv3068c,0.0
PknG_IND2,Rv2746c,0.0
PknG_IND2,Rv1822,0.0
PknG_IND2,Rv0820,0.0
PknG_IND2,Rv0936,0.0
PknG_IND2,Rv0545c,0.0
PknG_IND2,Rv2281,-1.0
PknG_IND2,Rv3308,-1.0
PknG_IND2,Rv1092c,0.0
PknG_IND2,Rv3628,0.0
PknG_IND2,Rv0512,0.0
PknG_IND2,Rv1391,1.0
PknG_IND2,Rv2247,1.0
PknG_IND2,Rv3285,1.0
PknG_IND2,Rv1127c,0.0
PknG_IND2,Rv2702,0.0
PknG_IND2,Rv2984,0.0
PknG_IND2,Rv3754,0.0
PknG_IND2,Rv3838c,1.0
PknG_IND2,Rv2677c,0.0
PknG_IND2,Rv2163c,0.0
PknG_IND2,Rv3627c,1.0
PknG_IND2,Rv2911,0.0
PknG_IND2,Rv0772,0.0
PknG_IND2,Rv0809,1.0
PknG_IND2,Rv1603,1.0
PknG_IND2,Rv1606,0.0
PknG_IND2,Rv0780,0.0
PknG_IND2,Rv2122c,-1.0
PknG_IND2,Rv2928,0.0
PknG_IND2,Rv2932,0.0
PknG_IND2,Rv2934,-1.0
PknG_IND2,Rv2933,0.0
PknG_IND2,Rv2935,0.0
PknG_IND2,Rv2931,0.0
PknG_IND2,Rv0788,0.0
PknG_IND2,Rv0803,0.0
PknG_IND2,Rv1188,-1.0
PknG_IND2,Rv1017c,0.0
PknG_IND2,Rv3227,0.0
PknG_IND2,Rv0437c,0.0
PknG_IND2,Rv0505c,0.0
PknG_IND2,Rv3042c,0.0
PknG_IND2,Rv0436c,0.0
PknG_IND2,Rv0408,0.0
PknG_IND2,Rv2965c,-1.0
PknG_IND2,Rv3307,0.0
PknG_IND2,Rv2074,0.0
PknG_IND2,Rv1155,0.0
PknG_IND2,Rv1617,0.0
PknG_IND2,Rv0162c,0.0
PknG_IND2,Rv3777,0.0
PknG_IND2,Rv1594,1.0
PknG_IND2,Rv2064,0.0
PknG_IND2,Rv1412,0.0
PknG_IND2,Rv1416,0.0
PknG_IND2,Rv2436,0.0
PknG_IND2,Rv0570,1.0
PknG_IND2,Rv1981c,0.0
PknG_IND2,Rv3048c,1.0
PknG_IND2,Rv3051c,1.0
PknG_IND2,Rv1408,0.0
PknG_IND2,Rv2465c,0.0
PknG_IND2,Rv2962c,-1.0
PknG_IND2,Rv2958c,-1.0
PknG_IND2,Rv3113,-1.0
PknG_IND2,Rv2386c,-1.0
PknG_IND2,Rv1202,0.0
PknG_IND2,Rv0858c,0.0
PknG_IND2,Rv1464,1.0
PknG_IND2,Rv2335,0.0
PknG_IND2,Rv0069c,-1.0
PknG_IND2,Rv2847c,0.0
PknG_IND2,Rv2393,0.0
PknG_IND2,Rv2552c,0.0
PknG_IND2,Rv2539c,0.0
PknG_IND2,Rv1079,0.0
