sample,gene,weight
PknG_IND2,Rv0391,0.0
PknG_IND2,Rv1200,0.0
PknG_IND2,Rv2601,-1.0
PknG_IND2,Rv0432,0.0
PknG_IND2,Rv3846,0.0
PknG_IND2,Rv1731,0.0
PknG_IND2,Rv0234c,0.0
PknG_IND2,Rv0542c,0.0
PknG_IND2,Rv0553,0.0
PknG_IND2,Rv0951,0.0
PknG_IND2,Rv0952,0.0
PknG_IND2,Rv2397c,0.0
PknG_IND2,Rv1739c,1.0
PknG_IND2,Rv2398c,0.0
PknG_IND2,Rv2400c,0.0
PknG_IND2,Rv2399c,0.0
PknG_IND2,Rv1448c,0.0
PknG_IND2,Rv1672c,0.0
PknG_IND2,Rv3465,0.0
PknG_IND2,Rv3468c,-1.0
PknG_IND2,Rv3634c,0.0
PknG_IND2,Rv3464,0.0
PknG_IND2,Rv3784,0.0
PknG_IND2,Rv1201c,0.0
PknG_IND2,Rv1559,0.0
PknG_IND2,Rv3737,0.0
PknG_IND2,Rv0417,0.0
PknG_IND2,Rv1449c,0.0
PknG_IND2,Rv3314c,-1.0
PknG_IND2,Rv2764c,1.0
PknG_IND2,Rv2977c,0.0
PknG_IND2,Rv0414c,0.0
PknG_IND2,Rv1438,0.0
PknG_IND2,Rv3913,0.0
PknG_IND2,Rv2006,1.0
PknG_IND2,Rv3372,0.0
PknG_IND2,Rv3490,0.0
PknG_IND2,Rv1373,0.0
PknG_IND2,Rv2267c,-1.0
PknG_IND2,Rv0295c,0.0
PknG_IND2,Rv3529c,0.0
PknG_IND2,Rv1612,0.0
PknG_IND2,Rv1613,0.0
PknG_IND2,Rv2158c,1.0
PknG_IND2,Rv1315,0.0
PknG_IND2,Rv2153c,0.0
PknG_IND2,Rv2155c,0.0
PknG_IND2,Rv2152c,0.0
PknG_IND2,Rv3818,0.0
PknG_IND2,Rv0482,0.0
PknG_IND2,Rv2361c,0.0
PknG_IND2,Rv0501,1.0
PknG_IND2,Rv0536,0.0
PknG_IND2,Rv3809c,0.0
PknG_IND2,Rv0322,-1.0
PknG_IND2,Rv2157c,0.0
PknG_IND2,Rv2883c,1.0
PknG_IND2,Rv2678c,0.0
PknG_IND2,Rv3309c,0.0
PknG_IND2,Rv1849,0.0
PknG_IND2,Rv1850,0.0
PknG_IND2,Rv1848,0.0
PknG_IND2,Rv0729,0.0
PknG_IND2,Rv3300c,0.0
PknG_IND2,Rv2793c,0.0
PknG_IND2,Rv0113,0.0
PknG_IND2,Rv0115,-1.0
PknG_IND2,Rv0114,-1.0
PknG_IND2,Rv2868c,1.0
PknG_IND2,Rv3382c,0.0
PknG_IND2,Rv1110,1.0
PknG_IND2,Rv0392c,0.0
PknG_IND2,Rv1130,1.0
PknG_IND2,Rv1854c,1.0
PknG_IND2,Rv0073,0.0
PknG_IND2,Rv2564,-1.0
PknG_IND2,Rv0072,0.0
PknG_IND2,Rv0411c,1.0
PknG_IND2,Rv3401,0.0
PknG_IND2,Rv2604c,0.0
PknG_IND2,Rv2606c,0.0
PknG_IND2,Rv2856,0.0
PknG_IND2,Rv0924c,-1.0
PknG_IND2,Rv3536c,1.0
PknG_IND2,Rv1857,0.0
PknG_IND2,Rv1858,0.0
PknG_IND2,Rv1859,0.0
PknG_IND2,Rv0132c,0.0
PknG_IND2,Rv0407,0.0
PknG_IND2,Rv1173,0.0
PknG_IND2,Rv3262,0.0
PknG_IND2,Rv3261,0.0
PknG_IND2,Rv3109,-1.0
PknG_IND2,Rv0869c,0.0
PknG_IND2,Rv3111,-1.0
PknG_IND2,Rv0866,0.0
PknG_IND2,Rv3119,0.0
PknG_IND2,Rv0865,1.0
PknG_IND2,Rv0994,0.0
PknG_IND2,Rv2453c,1.0
PknG_IND2,Rv1467c,0.0
PknG_IND2,Rv0154c,0.0
PknG_IND2,Rv3139,1.0
PknG_IND2,Rv3039c,-1.0
PknG_IND2,Rv0231,0.0
PknG_IND2,Rv0456c,-1.0
PknG_IND2,Rv0271c,0.0
PknG_IND2,Rv1346,0.0
PknG_IND2,Rv0243,1.0
PknG_IND2,Rv3543c,0.0
PknG_IND2,Rv3546,0.0
PknG_IND2,Rv1679,0.0
PknG_IND2,Rv3140,1.0
PknG_IND2,Rv3550,0.0
PknG_IND2,Rv0222,0.0
PknG_IND2,Rv3141,0.0
PknG_IND2,Rv2831,0.0
PknG_IND2,Rv3556c,0.0
PknG_IND2,Rv2500c,0.0
PknG_IND2,Rv0975c,0.0
PknG_IND2,Rv3544c,0.0
PknG_IND2,Rv1933c,0.0
PknG_IND2,Rv2679,0.0
PknG_IND2,Rv3573c,0.0
PknG_IND2,Rv1912c,0.0
PknG_IND2,Rv0971c,0.0
PknG_IND2,Rv3560c,0.0
PknG_IND2,Rv1070c,0.0
PknG_IND2,Rv2724c,0.0
PknG_IND2,Rv3774,0.0
PknG_IND2,Rv0632c,0.0
PknG_IND2,Rv1074c,0.0
PknG_IND2,Rv3505,0.0
PknG_IND2,Rv0244c,1.0
PknG_IND2,Rv0673,0.0
PknG_IND2,Rv1715,-1.0
PknG_IND2,Rv3504,0.0
PknG_IND2,Rv1071c,0.0
PknG_IND2,Rv0400c,0.0
PknG_IND2,Rv0972c,0.0
PknG_IND2,Rv1935c,-1.0
PknG_IND2,Rv0131c,0.0
PknG_IND2,Rv3562,-1.0
PknG_IND2,Rv3797,-1.0
PknG_IND2,Rv3761c,0.0
PknG_IND2,Rv3373,-1.0
PknG_IND2,Rv0672,0.0
PknG_IND2,Rv2486,0.0
PknG_IND2,Rv3374,-1.0
PknG_IND2,Rv1472,0.0
PknG_IND2,Rv3516,0.0
PknG_IND2,Rv1142c,0.0
PknG_IND2,Rv0905,0.0
PknG_IND2,Rv3061c,1.0
PknG_IND2,Rv1141c,0.0
PknG_IND2,Rv1934c,-1.0
PknG_IND2,Rv0675,0.0
PknG_IND2,Rv0751c,0.0
PknG_IND2,Rv1635c,0.0
PknG_IND2,Rv2181,1.0
PknG_IND2,Rv2174,0.0
PknG_IND2,Rv3793,-1.0
PknG_IND2,Rv2298,0.0
PknG_IND2,Rv0577,0.0
PknG_IND2,Rv0911,-1.0
PknG_IND2,Rv0684,1.0
PknG_IND2,Rv3025c,0.0
PknG_IND2,Rv2357,0.0
PknG_IND2,Rv1689,-1.0
PknG_IND2,Rv1106c,0.0
PknG_IND2,Rv3538,0.0
PknG_IND2,Rv3570c,1.0
PknG_IND2,Rv3567c,0.0
PknG_IND2,Rv3502c,1.0
PknG_IND2,Rv3569c,0.0
PknG_IND2,Rv3409c,1.0
PknG_IND2,Rv3568c,0.0
PknG_IND2,Rv3552,0.0
PknG_IND2,Rv3551,0.0
PknG_IND2,Rv3526,1.0
PknG_IND2,Rv3571,1.0
PknG_IND2,Rv3541c,-1.0
PknG_IND2,Rv3518c,0.0
PknG_IND2,Rv3545c,0.0
PknG_IND2,Rv3540c,0.0
PknG_IND2,Rv3561,0.0
PknG_IND2,Rv3537,0.0
PknG_IND2,Rv3515c,0.0
PknG_IND2,Rv3506,-1.0
PknG_IND2,Rv3523,0.0
PknG_IND2,Rv3522,0.0
PknG_IND2,Rv1135A,-1.0
PknG_IND2,Rv3556,0.0
PknG_IND2,Rv3799c,1.0
PknG_IND2,Rv3500c,0.0
PknG_IND2,Rv3499c,0.0
PknG_IND2,Rv3494c,0.0
PknG_IND2,Rv3496c,0.0
PknG_IND2,Rv3495c,0.0
PknG_IND2,Rv3497c,0.0
PknG_IND2,Rv3501c,0.0
PknG_IND2,Rv3498c,0.0
PknG_IND2,Rv0438c,0.0
PknG_IND2,Rv3322c,-1.0
PknG_IND2,Rv3206c,1.0
PknG_IND2,Rv2959c,-1.0
PknG_IND2,Rv3782,0.0
PknG_IND2,Rv2673,-1.0
PknG_IND2,Rv3805c,0.0
PknG_IND2,Rv3375,-1.0
PknG_IND2,Rv1263,0.0
PknG_IND2,Rv3175,0.0
PknG_IND2,Rv2888c,0.0
PknG_IND2,Rv2936,0.0
PknG_IND2,Rv2937,0.0
PknG_IND2,Rv2938,0.0
PknG_IND2,Rv2942,0.0
PknG_IND2,Rv2939,0.0
PknG_IND2,Rv2952,-1.0
PknG_IND2,Rv2951c,-1.0
PknG_IND2,Rv2173,0.0
PknG_IND2,Rv0929,0.0
PknG_IND2,Rv0928,0.0
PknG_IND2,Rv0934,0.0
PknG_IND2,Rv0935,0.0
PknG_IND2,Rv0933,0.0
PknG_IND2,Rv0930,0.0
PknG_IND2,Rv0932c,1.0
PknG_IND2,Rv2061c,0.0
PknG_IND2,Rv2059,0.0
PknG_IND2,Rv2060,0.0
PknG_IND2,Rv1819c,-1.0
PknG_IND2,Rv0203,0.0
PknG_IND2,Rv0206c,0.0
PknG_IND2,Rv0202c,0.0
PknG_IND2,Rv3029c,0.0
PknG_IND2,Rv3028c,0.0
PknG_IND2,Rv1456c,0.0
PknG_IND2,Rv2781c,1.0
PknG_IND2,Rv3553,0.0
PknG_IND2,Rv1852,0.0
PknG_IND2,Rv1853,0.0
PknG_IND2,Rv1851,-1.0
PknG_IND2,Rv3824c,-1.0
PknG_IND2,Rv3820c,0.0
PknG_IND2,Rv3823c,-1.0
PknG_IND2,Rv3825c,0.0
PknG_IND2,Rv2294,-1.0
PknG_IND2,Rv1334,1.0
PknG_IND2,Rv2895c,0.0
PknG_IND2,Rv3116,0.0
PknG_IND2,Rv2377c,0.0
PknG_IND2,Rv1862,0.0
PknG_IND2,Rv1530,-1.0
PknG_IND2,Rv3086,0.0
PknG_IND2,Rv0761c,0.0
PknG_IND2,Rv0535,-1.0
PknG_IND2,Rv2048c,-1.0
PknG_IND2,Rv0127,0.0
PknG_IND2,Rv1327c,1.0
PknG_IND2,Rv1564c,0.0
PknG_IND2,Rv3031,-1.0
PknG_IND2,Rv3032,-1.0
PknG_IND2,Rv1212c,0.0
PknG_IND2,Rv3378c,-1.0
PknG_IND2,Rv3383c,0.0
PknG_IND2,Rv3703c,0.0
PknG_IND2,none,0.0
PknG_IND2,Rv2291,0.0
PknG_IND2,Rv3117,0.0
PknG_IND2,Rv0815c,0.0
PknG_IND2,Rv1427c,0.0
PknG_IND2,Rv0270,0.0
PknG_IND2,Rv0119,0.0
PknG_IND2,Rv0035,0.0
PknG_IND2,Rv0852,-1.0
PknG_IND2,Rv1750c,-1.0
PknG_IND2,Rv1925,1.0
PknG_IND2,Rv2948c,-1.0
PknG_IND2,Rv0404,0.0
PknG_IND2,Rv1193,0.0
PknG_IND2,Rv1058,0.0
PknG_IND2,Rv1549,-1.0
PknG_IND2,Rv3089,0.0
PknG_IND2,Rv1521,0.0
PknG_IND2,Rv0166,0.0
PknG_IND2,Rv2187,0.0
PknG_IND2,Rv0551c,0.0
PknG_IND2,Rv1206,0.0
PknG_IND2,Rv2505c,0.0
PknG_IND2,Rv3513c,0.0
PknG_IND2,Rv1550,-1.0
PknG_IND2,Rv2950c,0.0
PknG_IND2,Rv0214,-1.0
PknG_IND2,Rv2040c,0.0
PknG_IND2,Rv1235,0.0
PknG_IND2,Rv2041c,0.0
PknG_IND2,Rv2038c,0.0
PknG_IND2,Rv2039c,-1.0
PknG_IND2,Rv1143,0.0
PknG_IND2,Rv2850c,0.0
PknG_IND2,Rv2713,0.0
PknG_IND2,Rv0018c,0.0
PknG_IND2,Rv2228c,-1.0
PknG_IND2,Rv0562,0.0
PknG_IND2,Rv3702c,0.0
PknG_IND2,Rv3700c,0.0
PknG_IND2,Rv2754c,0.0
PknG_IND2,Rv3645,1.0
PknG_IND2,Rv0634c,0.0
PknG_IND2,Rv2581c,1.0
PknG_IND2,Rv2641,1.0
PknG_IND2,Rv0249c,0.0
PknG_IND2,Rv3266c,0.0
PknG_IND2,Rv3592,1.0
PknG_IND2,Rv3802c,1.0
PknG_IND2,Rv0774c,0.0
PknG_IND2,Rv0519c,0.0
PknG_IND2,Rv1288,0.0
PknG_IND2,Rv0125,0.0
PknG_IND2,Rv3199c,0.0
PknG_IND2,Rv3701c,0.0
PknG_IND2,Rv0294,0.0
PknG_IND2,Rv0648,-1.0
PknG_IND2,Rv1124,0.0
PknG_IND2,Rv3670,-1.0
PknG_IND2,Rv0134,0.0
PknG_IND2,Rv2740,0.0
PknG_IND2,Rv3617,0.0
PknG_IND2,Rv1938,0.0
PknG_IND2,Rv3176c,0.0
PknG_IND2,Rv3803c,0.0
PknG_IND2,Rv3804c,1.0
PknG_IND2,Rv0129c,0.0
PknG_IND2,Rv1886c,0.0
PknG_IND2,Rv0413,1.0
PknG_IND2,Rv3087,0.0
PknG_IND2,Rv3233c,0.0
PknG_IND2,Rv0221,0.0
PknG_IND2,Rv3734c,0.0
PknG_IND2,Rv2484c,1.0
PknG_IND2,Rv0895,-1.0
PknG_IND2,Rv2285,0.0
PknG_IND2,Rv1425,0.0
PknG_IND2,Rv3740c,0.0
PknG_IND2,Rv3480c,0.0
PknG_IND2,Rv3371,0.0
PknG_IND2,Rv3234c,0.0
PknG_IND2,Rv3130c,1.0
PknG_IND2,Rv1760,0.0
PknG_IND2,Rv3088,0.0
PknG_IND2,Rv3097c,-1.0
PknG_IND2,Rv2385,-1.0
PknG_IND2,Rv3487c,0.0
PknG_IND2,Rv3084,-1.0
PknG_IND2,Rv2463,0.0
PknG_IND2,Rv0646c,0.0
PknG_IND2,Rv0220,0.0
PknG_IND2,Rv1426c,-1.0
PknG_IND2,Rv1497,0.0
PknG_IND2,Rv3203,0.0
PknG_IND2,Rv1104,0.0
PknG_IND2,Rv1923,0.0
PknG_IND2,Rv1105,-1.0
PknG_IND2,Rv1399c,0.0
PknG_IND2,Rv1076,0.0
PknG_IND2,Rv2970c,0.0
PknG_IND2,Rv1400c,0.0
PknG_IND2,Rv3775,0.0
PknG_IND2,Rv2349c,-1.0
PknG_IND2,Rv2351c,0.0
PknG_IND2,Rv2284,0.0
PknG_IND2,Rv2045c,0.0
PknG_IND2,Rv2350c,0.0
PknG_IND2,Rv2485c,0.0
PknG_IND2,Rv0217c,-1.0
PknG_IND2,Rv3817,0.0
PknG_IND3,Rv1295,0.0
PknG_IND3,Rv2573,-1.0
PknG_IND3,Rv3290c,1.0
PknG_IND3,Rv2589,0.0
PknG_IND3,Rv1323,1.0
PknG_IND3,Rv3535c,1.0
PknG_IND3,Rv0254c,0.0
PknG_IND3,Rv3280,0.0
PknG_IND3,Rv0904c,0.0
PknG_IND3,Rv3281,0.0
PknG_IND3,Rv3441c,0.0
PknG_IND3,Rv1302,0.0
PknG_IND3,Rv1654,0.0
PknG_IND3,Rv2747,0.0
PknG_IND3,Rv1653,0.0
PknG_IND3,Rv0409,0.0
PknG_IND3,Rv1820,0.0
PknG_IND3,Rv3509c,0.0
PknG_IND3,Rv3002c,0.0
PknG_IND3,Rv3003c,0.0
PknG_IND3,Rv3470c,-1.0
PknG_IND3,Rv2922A,0.0
PknG_IND3,Rv1475c,0.0
PknG_IND3,Rv1655,0.0
PknG_IND3,Rv3310,0.0
PknG_IND3,Rv2523c,0.0
PknG_IND3,Rv3667,0.0
PknG_IND3,Rv3313c,-1.0
PknG_IND3,Rv0812,0.0
PknG_IND3,Rv2236c,-1.0
PknG_IND3,Rv1005c,0.0
PknG_IND3,Rv0013,0.0
PknG_IND3,Rv0255c,-1.0
PknG_IND3,Rv2848c,0.0
PknG_IND3,Rv0733,0.0
PknG_IND3,Rv1625c,1.0
PknG_IND3,Rv2212,0.0
PknG_IND3,Rv1900c,0.0
PknG_IND3,Rv1264,0.0
PknG_IND3,Rv1320c,0.0
PknG_IND3,Rv1318c,0.0
PknG_IND3,Rv1319c,0.0
PknG_IND3,Rv3377c,0.0
PknG_IND3,Rv2435c,0.0
PknG_IND3,Rv1647,0.0
PknG_IND3,Rv1120c,0.0
PknG_IND3,Rv2202c,1.0
PknG_IND3,Rv2208,0.0
PknG_IND3,Rv2584c,0.0
PknG_IND3,Rv1285,1.0
PknG_IND3,Rv1286,1.0
PknG_IND3,Rv0777,0.0
PknG_IND3,Rv0357c,0.0
PknG_IND3,Rv3795,0.0
PknG_IND3,Rv3794,-1.0
PknG_IND3,Rv3792,-1.0
PknG_IND3,Rv3332,0.0
PknG_IND3,Rv2182c,1.0
PknG_IND3,Rv2483c,0.0
PknG_IND3,Rv1652,0.0
PknG_IND3,Rv3248c,0.0
PknG_IND3,Rv0091,-1.0
PknG_IND3,Rv0423c,0.0
PknG_IND3,Rv0957,0.0
PknG_IND3,Rv3276c,0.0
PknG_IND3,Rv3257c,0.0
PknG_IND3,Rv3275c,0.0
PknG_IND3,Rv2215,0.0
PknG_IND3,Rv3330,-1.0
PknG_IND3,Rv2981c,0.0
PknG_IND3,Rv2780,1.0
PknG_IND3,Rv3423c,0.0
PknG_IND3,Rv2259,0.0
PknG_IND3,Rv1895,0.0
PknG_IND3,Rv3045,0.0
PknG_IND3,Rv2858c,0.0
PknG_IND3,Rv0458,0.0
PknG_IND3,Rv0768,1.0
PknG_IND3,Rv0147,0.0
PknG_IND3,Rv3293,0.0
PknG_IND3,Rv1568,-1.0
PknG_IND3,Rv2363,-1.0
PknG_IND3,Rv2467,0.0
PknG_IND3,Rv2192c,0.0
PknG_IND3,Rv1609,0.0
PknG_IND3,Rv1569,0.0
PknG_IND3,Rv0032,-1.0
PknG_IND3,Rv2671,-1.0
PknG_IND3,Rv2531c,0.0
PknG_IND3,Rv1001,0.0
PknG_IND3,Rv1659,0.0
PknG_IND3,Rv1658,0.0
PknG_IND3,Rv2320c,0.0
PknG_IND3,Rv3708c,0.0
PknG_IND3,Rv1538c,0.0
PknG_IND3,Rv2201,0.0
PknG_IND3,Rv0346c,0.0
PknG_IND3,Rv2127,0.0
PknG_IND3,Rv3601c,0.0
PknG_IND3,Rv1380,-1.0
PknG_IND3,Rv3709c,0.0
PknG_IND3,Rv1595,1.0
PknG_IND3,Rv3565,-1.0
PknG_IND3,Rv0337c,0.0
PknG_IND3,Rv2121c,-1.0
PknG_IND3,Rv1310,0.0
PknG_IND3,Rv1305,1.0
PknG_IND3,Rv1308,0.0
PknG_IND3,Rv1309,0.0
PknG_IND3,Rv1306,1.0
PknG_IND3,Rv1307,1.0
PknG_IND3,Rv1304,1.0
PknG_IND3,Rv1311,0.0
PknG_IND3,Rv3279c,0.0
PknG_IND3,Rv0522,0.0
PknG_IND3,Rv0223c,0.0
PknG_IND3,Rv1589,0.0
PknG_IND3,Rv0107c,-1.0
PknG_IND3,Rv1908c,1.0
PknG_IND3,Rv1607,0.0
PknG_IND3,Rv2849c,0.0
PknG_IND3,Rv1383,0.0
PknG_IND3,Rv1384,-1.0
PknG_IND3,Rv2289,0.0
PknG_IND3,Rv1011,0.0
PknG_IND3,Rv2612c,0.0
PknG_IND3,Rv3759c,0.0
PknG_IND3,Rv3756c,0.0
PknG_IND3,Rv3758c,0.0
PknG_IND3,Rv3757c,0.0
PknG_IND3,Rv1885c,0.0
PknG_IND3,Rv0948c,0.0
PknG_IND3,Rv2540c,0.0
PknG_IND3,Rv2949c,0.0
PknG_IND3,Rv2130c,0.0
PknG_IND3,Rv2498c,1.0
PknG_IND3,Rv3075c,0.0
PknG_IND3,Rv0464c,0.0
PknG_IND3,Rv0771,0.0
PknG_IND3,Rv1239c,0.0
PknG_IND3,Rv2062c,0.0
PknG_IND3,Rv0375c,-1.0
PknG_IND3,Rv0373c,-1.0
PknG_IND3,Rv0374c,-1.0
PknG_IND3,Rv2066,-1.0
PknG_IND3,Rv2071c,0.0
PknG_IND3,Rv2072c,-1.0
PknG_IND3,Rv2070c,-1.0
PknG_IND3,Rv2065,0.0
PknG_IND3,Rv2388c,0.0
PknG_IND3,Rv1131,0.0
PknG_IND3,Rv0889c,1.0
PknG_IND3,Rv0896,0.0
PknG_IND3,Rv1699,0.0
PknG_IND3,Rv3283,1.0
PknG_IND3,Rv0390,0.0
PknG_IND3,Rv2194,1.0
PknG_IND3,Rv2196,1.0
PknG_IND3,Rv2195,1.0
PknG_IND3,Rv3043c,0.0
PknG_IND3,Rv1451,0.0
PknG_IND3,Rv2200c,0.0
PknG_IND3,Rv2193,1.0
PknG_IND3,Rv0848,0.0
PknG_IND3,Rv1336,0.0
PknG_IND3,Rv2334,0.0
PknG_IND3,Rv3340,0.0
PknG_IND3,Rv0075,0.0
PknG_IND3,Rv1077,0.0
PknG_IND3,Rv1620c,0.0
PknG_IND3,Rv1621c,0.0
PknG_IND3,Rv1623c,1.0
PknG_IND3,Rv1622c,0.0
PknG_IND3,Rv3315c,-1.0
PknG_IND3,Rv1712,0.0
PknG_IND3,Rv0143c,0.0
PknG_IND3,Rv0103c,0.0
PknG_IND3,Rv0092,0.0
PknG_IND3,Rv0499,0.0
PknG_IND3,Rv2252,0.0
PknG_IND3,Rv1905c,0.0
PknG_IND3,Rv1704c,-1.0
PknG_IND3,Rv1293,0.0
PknG_IND3,Rv2726c,0.0
PknG_IND3,Rv2881c,0.0
PknG_IND3,Rv2482c,0.0
PknG_IND3,Rv1570,-1.0
PknG_IND3,Rv2136c,1.0
PknG_IND3,Rv3807c,0.0
PknG_IND3,Rv3791,0.0
PknG_IND3,Rv3790,-1.0
PknG_IND3,Rv3806c,0.0
PknG_IND3,Rv0321,0.0
PknG_IND3,Rv2178c,0.0
PknG_IND3,Rv3229c,1.0
PknG_IND3,Rv1094,1.0
PknG_IND3,Rv0824c,1.0
PknG_IND3,Rv1714,-1.0
PknG_IND3,Rv1928c,0.0
PknG_IND3,Rv1389,0.0
PknG_IND3,Rv0189c,0.0
PknG_IND3,Rv2773c,0.0
PknG_IND3,Rv2753c,1.0
PknG_IND3,Rv2763c,0.0
PknG_IND3,Rv2447c,0.0
PknG_IND3,Rv0534c,-1.0
PknG_IND3,Rv3607c,1.0
PknG_IND3,Rv2139,0.0
PknG_IND3,Rv1381,0.0
PknG_IND3,Rv1409,0.0
PknG_IND3,Rv1207,0.0
PknG_IND3,Rv3608c,1.0
PknG_IND3,Rv2537c,0.0
PknG_IND3,Rv2538c,0.0
PknG_IND3,Rv3398c,-1.0
PknG_IND3,Rv1631,0.0
PknG_IND3,Rv0478,1.0
PknG_IND3,Rv3247c,0.0
PknG_IND3,Rv2697c,0.0
PknG_IND3,Rv2870c,0.0
PknG_IND3,Rv2682c,0.0
PknG_IND3,Rv3379c,0.0
PknG_IND3,Rv1023,0.0
PknG_IND3,Rv3214,0.0
PknG_IND3,Rv1618,0.0
PknG_IND3,Rv3826,0.0
PknG_IND3,Rv1529,0.0
PknG_IND3,Rv1185c,0.0
PknG_IND3,Rv2590,0.0
PknG_IND3,Rv0099,0.0
PknG_IND3,Rv2930,1.0
PknG_IND3,Rv3801c,1.0
PknG_IND3,Rv1144,-1.0
PknG_IND3,Rv0860,0.0
PknG_IND3,Rv0468,0.0
PknG_IND3,Rv0859,0.0
PknG_IND3,Rv1484,0.0
PknG_IND3,Rv2524c,1.0
PknG_IND3,Rv2947c,-1.0
PknG_IND3,Rv1350,0.0
PknG_IND3,Rv0533c,0.0
PknG_IND3,Rv1662,-1.0
PknG_IND3,Rv1663,0.0
PknG_IND3,Rv2940c,0.0
PknG_IND3,Rv0363c,0.0
PknG_IND3,Rv1099c,0.0
PknG_IND3,Rv2131c,1.0
PknG_IND3,Rv0727c,0.0
PknG_IND3,Rv1485,0.0
PknG_IND3,Rv2605c,0.0
PknG_IND3,Rv2899c,0.0
PknG_IND3,Rv2900c,0.0
PknG_IND3,Rv0087,-1.0
PknG_IND3,Rv1348,-1.0
PknG_IND3,Rv1349,-1.0
PknG_IND3,Rv0084,0.0
PknG_IND3,Rv2786c,0.0
PknG_IND3,Rv2211c,0.0
PknG_IND3,Rv1553,-1.0
PknG_IND3,Rv1554,0.0
PknG_IND3,Rv1552,-1.0
PknG_IND3,Rv1555,-1.0
PknG_IND3,Rv0247c,0.0
PknG_IND3,Rv0248c,0.0
PknG_IND3,Rv3319,0.0
PknG_IND3,Rv3318,-1.0
PknG_IND3,Rv3317,0.0
PknG_IND3,Rv3316,0.0
PknG_IND3,Rv3106,0.0
PknG_IND3,Rv0886,0.0
PknG_IND3,Rv2455c,1.0
PknG_IND3,Rv2454c,1.0
PknG_IND3,Rv2957,0.0
PknG_IND3,Rv0992c,0.0
PknG_IND3,Rv2964,0.0
PknG_IND3,Rv1098c,-1.0
PknG_IND3,Rv2443,0.0
PknG_IND3,Rv2610c,0.0
PknG_IND3,Rv1500,0.0
PknG_IND3,Rv2188c,0.0
PknG_IND3,Rv1159,0.0
PknG_IND3,Rv1018c,0.0
PknG_IND3,Rv0334,0.0
PknG_IND3,Rv0524,0.0
PknG_IND3,Rv1551,-1.0
PknG_IND3,Rv2982c,-1.0
PknG_IND3,Rv2249c,0.0
PknG_IND3,Rv0564c,1.0
PknG_IND3,Rv3302c,0.0
PknG_IND3,Rv2427c,0.0
PknG_IND3,Rv1447c,0.0
PknG_IND3,Rv1121,0.0
PknG_IND3,Rv3808c,0.0
PknG_IND3,Rv0620,-1.0
PknG_IND3,Rv0619,-1.0
PknG_IND3,Rv0618,-1.0
PknG_IND3,Rv0993,0.0
PknG_IND3,Rv3331,0.0
PknG_IND3,Rv1436,0.0
PknG_IND3,Rv0956,0.0
PknG_IND3,Rv1832,1.0
PknG_IND3,Rv3303c,0.0
PknG_IND3,Rv3436c,0.0
PknG_IND3,Rv1512,0.0
PknG_IND3,Rv0070c,0.0
PknG_IND3,Rv1093,1.0
PknG_IND3,Rv1328,0.0
PknG_IND3,Rv1326c,0.0
PknG_IND3,Rv1237,0.0
PknG_IND3,Rv1236,0.0
PknG_IND3,Rv1238,0.0
PknG_IND3,Rv1213,0.0
PknG_IND3,Rv2860c,0.0
PknG_IND3,Rv1878,0.0
PknG_IND3,Rv2220,0.0
PknG_IND3,Rv2222c,1.0
PknG_IND3,Rv2439c,-1.0
PknG_IND3,Rv3704c,0.0
PknG_IND3,Rv3432c,-1.0
PknG_IND3,Rv2476c,0.0
PknG_IND3,Rv1602,1.0
PknG_IND3,Rv0808,1.0
PknG_IND3,Rv1338,0.0
PknG_IND3,Rv3858c,0.0
PknG_IND3,Rv3859c,0.0
PknG_IND3,Rv2833c,-1.0
PknG_IND3,Rv2832c,-1.0
PknG_IND3,Rv2834c,-1.0
PknG_IND3,Rv2835c,-1.0
PknG_IND3,Rv2205c,0.0
PknG_IND3,Rv1826,1.0
PknG_IND3,Rv1257c,0.0
PknG_IND3,Rv3696c,0.0
PknG_IND3,Rv0112,0.0
PknG_IND3,Rv1511,0.0
PknG_IND3,Rv3396c,0.0
PknG_IND3,Rv2051c,0.0
PknG_IND3,Rv1122,0.0
PknG_IND3,Rv1844c,0.0
PknG_IND3,Rv2277c,-1.0
PknG_IND3,Rv0317c,0.0
PknG_IND3,Rv3842c,1.0
PknG_IND3,Rv1086,1.0
PknG_IND3,Rv2855,0.0
PknG_IND3,Rv1283c,0.0
PknG_IND3,Rv1281c,0.0
PknG_IND3,Rv1280c,0.0
PknG_IND3,Rv1282c,0.0
PknG_IND3,Rv0773c,-1.0
PknG_IND3,Rv2394,0.0
PknG_IND3,Rv3609c,1.0
PknG_IND3,Rv1940,0.0
PknG_IND3,Rv1415,0.0
PknG_IND3,Rv2583c,1.0
PknG_IND3,Rv0386,0.0
PknG_IND3,Rv3588c,0.0
PknG_IND3,Rv3273,0.0
PknG_IND3,Rv1284,0.0
PknG_IND3,Rv0511,0.0
PknG_IND3,Rv2458,0.0
PknG_IND3,Rv0650,-1.0
PknG_IND3,Rv1599,1.0
PknG_IND3,Rv0510,0.0
PknG_IND3,Rv0422c,0.0
PknG_IND3,Rv3534c,1.0
PknG_IND3,Rv3469c,-1.0
PknG_IND3,Rv3606c,0.0
PknG_IND3,Rv1294,0.0
PknG_IND3,Rv3341,0.0
PknG_IND3,Rv1296,0.0
PknG_IND3,Rv2231c,-1.0
PknG_IND3,Rv1600,1.0
PknG_IND3,Rv3772,0.0
