sample,reaction,weight
PknD_IND1,PIabc,0.0
PknD_IND1,PLCD,-1.0
PknD_IND1,PLIPA1E160,0.0
PknD_IND1,PLIPA1E180,0.0
PknD_IND1,PMANM,0.0
PknD_IND1,PMDPHT,0.0
PknD_IND1,PMPK,0.0
PknD_IND1,PNCDC,0.0
PknD_IND1,PNTK,0.0
PknD_IND1,PPA,0.0
PknD_IND1,PPAtr,0.0
PknD_IND1,PPBNGS,0.0
PknD_IND1,PPCDC,1.0
PknD_IND1,PPCOAC,0.0
PknD_IND1,PPDIMAS,0.0
PknD_IND1,PPDIMAT,0.0
PknD_IND1,PPDK,0.0
PknD_IND1,PPGKr,0.0
PknD_IND1,PPK2,0.0
PknD_IND1,PPNCL3,1.0
PknD_IND1,PPND,0.0
PknD_IND1,PPNDH,0.0
PknD_IND1,PPPGO,0.0
PknD_IND1,PPTGS,0.0
PknD_IND1,PPTGS_TB1,0.0
PknD_IND1,PPTGS_TB2,0.0
PknD_IND1,PRAGSr,0.0
PknD_IND1,PRAIS,1.0
PknD_IND1,PRAIi,0.0
PknD_IND1,PRAMPC,0.0
PknD_IND1,PRASCS,0.0
PknD_IND1,PRATPP,-1.0
PknD_IND1,PRDX,0.0
PknD_IND1,PREPHACPH,0.0
PknD_IND1,PREPPACPH,0.0
PknD_IND1,PREPTHS,0.0
PknD_IND1,PREPTHS2,0.0
PknD_IND1,PREPTTA,0.0
PknD_IND1,PRFGS,0.0
PknD_IND1,PRMICIi,0.0
PknD_IND1,PROD2,-1.0
PknD_IND1,PROabc,0.0
PknD_IND1,PROt2r,0.0
PknD_IND1,PRPPS,0.0
PknD_IND1,PSCVT,0.0
PknD_IND1,PSD160,0.0
PknD_IND1,PSERT,0.0
PknD_IND1,PSP_L,0.0
PknD_IND1,PSSA160,0.0
PknD_IND1,PTAr,0.0
PknD_IND1,PTPATi,-1.0
PknD_IND1,PUNP1,0.0
PknD_IND1,PUNP2,0.0
PknD_IND1,PUNP3,0.0
PknD_IND1,PUNP4,0.0
PknD_IND1,PUNP5,0.0
PknD_IND1,PUNP6,0.0
PknD_IND1,PUNP7,0.0
PknD_IND1,PYAM5PO,0.0
PknD_IND1,PYDXNO,0.0
PknD_IND1,PYDXO,0.0
PknD_IND1,PYK,0.0
PknD_IND1,PYRDC,0.0
PknD_IND1,PYRt2r,0.0
PknD_IND1,QRr,0.0
PknD_IND1,QULNS,1.0
PknD_IND1,R05217,0.0
PknD_IND1,R05219,0.0
PknD_IND1,R05224,0.0
PknD_IND1,RBFK,0.0
PknD_IND1,RBFSa,0.0
PknD_IND1,RBFSb,0.0
PknD_IND1,RBK,-1.0
PknD_IND1,RIBabc,0.0
PknD_IND1,RNDR1,1.0
PknD_IND1,RNDR2,1.0
PknD_IND1,RNDR3,1.0
PknD_IND1,RNDR4,1.0
PknD_IND1,RNTR4,0.0
PknD_IND1,RPE,0.0
PknD_IND1,RPI,0.0
PknD_IND1,RPPDIMAS,0.0
PknD_IND1,RRPPDIMAS,0.0
PknD_IND1,RZ5PP,-1.0
PknD_IND1,SADH,0.0
PknD_IND1,SADT,1.0
PknD_IND1,SDPDS,0.0
PknD_IND1,SDPTA,0.0
PknD_IND1,SERAT,-1.0
PknD_IND1,SERD_D,-1.0
PknD_IND1,SERD_L,-1.0
PknD_IND1,SERt2r,0.0
PknD_IND1,SGDS,0.0
PknD_IND1,SGSAD,0.0
PknD_IND1,SHCHD2,0.0
PknD_IND1,SHCHD3,0.0
PknD_IND1,SHCHF,0.0
PknD_IND1,SHK3Dr,0.0
PknD_IND1,SHKK,0.0
PknD_IND1,SHSL1r,0.0
PknD_IND1,SHSL4r,0.0
PknD_IND1,SKMt2,0.0
PknD_IND1,SOTA,0.0
PknD_IND1,SPMS,-1.0
PknD_IND1,SPODM,0.0
PknD_IND1,SSALx,0.0
PknD_IND1,SSALy,0.0
PknD_IND1,SUCBZL,0.0
PknD_IND1,SUCBZS,0.0
PknD_IND1,SUCCt2r,0.0
PknD_IND1,SUCD1i,0.0
PknD_IND1,SUCOAS,0.0
PknD_IND1,SULabc,0.0
PknD_IND1,TALA,0.0
PknD_IND1,TARTD,0.0
PknD_IND1,TARTRt7,0.0
PknD_IND1,TATS,0.0
PknD_IND1,TDMS1,0.0
PknD_IND1,TDMS2,0.0
PknD_IND1,TDMS3,0.0
PknD_IND1,TDMS4,0.0
PknD_IND1,TDPDRE,0.0
PknD_IND1,TDPDRR,0.0
PknD_IND1,TDPGDH,0.0
PknD_IND1,THDPS,0.0
PknD_IND1,THFGLUS,0.0
PknD_IND1,THMDP,-1.0
PknD_IND1,THRD_Lr,0.0
PknD_IND1,THRS,0.0
PknD_IND1,THRt2r,0.0
PknD_IND1,THZPSN,0.0
PknD_IND1,TKT1,0.0
PknD_IND1,TKT2,0.0
PknD_IND1,TMDK1,0.0
PknD_IND1,TMDPP,0.0
PknD_IND1,TMDS,0.0
PknD_IND1,TMHAS1,0.0
PknD_IND1,TMHAS2,0.0
PknD_IND1,TMHAS3,0.0
PknD_IND1,TMHAS4,0.0
PknD_IND1,TMHAS5,0.0
PknD_IND1,TMHAS6,0.0
PknD_IND1,TMN,0.0
PknD_IND1,TMPKr,0.0
PknD_IND1,TMPPP,0.0
PknD_IND1,TPI,0.0
PknD_IND1,TRDR,0.0
PknD_IND1,TRE6PP,1.0
PknD_IND1,TRE6PS,0.0
PknD_IND1,TRESULT,0.0
PknD_IND1,TREabc,0.0
PknD_IND1,TRIATS,0.0
PknD_IND1,TRPS1,-1.0
PknD_IND1,TRPS2,-1.0
PknD_IND1,TRPS3,-1.0
PknD_IND1,TRPTA,0.0
PknD_IND1,TRPt2r,0.0
PknD_IND1,TSULabc,0.0
PknD_IND1,TTDCAt2,0.0
PknD_IND1,TYRTA,0.0
PknD_IND1,TYRt2r,0.0
PknD_IND1,UAAGDS,1.0
PknD_IND1,UAAGLS1,0.0
PknD_IND1,UAAGLS2,0.0
PknD_IND1,UAGCVT,0.0
PknD_IND1,UAGDP,0.0
PknD_IND1,UAGPT1,0.0
PknD_IND1,UAGPT2,0.0
PknD_IND1,UAGPT3,0.0
PknD_IND1,UAMAGS,0.0
PknD_IND1,UAMAS,0.0
PknD_IND1,UAMRH,0.0
PknD_IND1,UAPGR,0.0
PknD_IND1,UDCPDP,1.0
PknD_IND1,UDCPDPS,0.0
PknD_IND1,UDPDPS,0.0
PknD_IND1,UDPDPS2,0.0
PknD_IND1,UDPG4E,1.0
PknD_IND1,UDPGALM,0.0
PknD_IND1,UDPGD,-1.0
PknD_IND1,UGAGDS,1.0
PknD_IND1,UGGPT3,0.0
PknD_IND1,UGLDDS1,1.0
PknD_IND1,UGLDDS2,1.0
PknD_IND1,UGMAGS,0.0
PknD_IND1,UGMAS,0.0
PknD_IND1,UGMDDS,1.0
PknD_IND1,UGMDDS2,1.0
PknD_IND1,UMPK,-1.0
PknD_IND1,UPP3MT,0.0
PknD_IND1,UPP3S,1.0
PknD_IND1,UPPDC1,0.0
PknD_IND1,UPPDC2,0.0
PknD_IND1,UPPRT,0.0
PknD_IND1,UREA,-1.0
PknD_IND1,URIDK2r,0.0
PknD_IND1,URIK2,0.0
PknD_IND1,VALTA,0.0
PknD_IND1,VALt2r,0.0
PknD_IND1,XPPT,0.0
PknD_IND1,XYLK,0.0
PknD_IND1,YUMPS,0.0
PknD_IND1,S7PI,0.0
PknD_IND1,GMHEPK,0.0
PknD_IND1,HMEDS,1.0
PknD_IND1,HMEDR,1.0
PknD_IND1,FRTT,0.0
PknD_IND1,2MCD,0.0
PknD_IND1,2MCS,0.0
PknD_IND1,2MID,0.0
PknD_IND1,2MIL,1.0
PknD_IND1,Gln_LT,0.0
PknD_IND1,TREP,0.0
PknD_IND1,HDECH,0.0
PknD_IND1,DTBTST,0.0
PknD_IND1,IPDPUDCT,0.0
PknD_IND1,ACHMSSH,0.0
PknD_IND1,PDBL_1,0.0
PknD_IND1,PDBL_2,0.0
PknD_IND1,PDBL_3,0.0
PknD_IND1,PDBL_4,0.0
PknD_IND1,EX_ni2,0.0
PknD_IND1,Ni2t,0.0
PknD_IND1,EX_mn2,0.0
PknD_IND1,Mn2t,-1.0
PknD_IND1,2O4EH,0.0
PknD_IND1,G6PDH,0.0
PknD_IND1,2PLS,0.0
PknD_IND1,LPPGS,0.0
PknD_IND1,DMHDRFS,1.0
PknD_IND1,LPFPLT,-1.0
PknD_IND1,GF4GL_0,-1.0
PknD_IND1,GF4GL_1,-1.0
PknD_IND1,MBP_1,-1.0
PknD_IND1,FAD_1,1.0
PknD_IND1,FAD_2,1.0
PknD_IND1,FAD_3,1.0
PknD_IND1,FAD_4,1.0
PknD_IND1,FAD_5,1.0
PknD_IND1,FAD_6,1.0
PknD_IND1,FAD_7,1.0
PknD_IND1,FAD_8,1.0
PknD_IND1,FAD_9,1.0
PknD_IND1,FAD_10,1.0
PknD_IND1,FAD_11,1.0
PknD_IND1,FAD_12,1.0
PknD_IND1,FAD_13,1.0
PknD_IND1,FAD_14,1.0
PknD_IND1,FAD_15,1.0
PknD_IND1,FAD_16,1.0
PknD_IND1,FAD_17,1.0
PknD_IND1,FAD_18,1.0
PknD_IND1,FAD_19,1.0
PknD_IND1,FAD_20,1.0
PknD_IND1,FAD_21,1.0
PknD_IND1,FAD_22,1.0
PknD_IND1,FAD_23,1.0
PknD_IND1,FAD_24,1.0
PknD_IND1,FAD_25,1.0
PknD_IND1,FAD_26,1.0
PknD_IND1,FAD_27,1.0
PknD_IND1,3HIBD,0.0
PknD_IND1,ALDR,0.0
PknD_IND1,AL4D,0.0
PknD_IND1,MANT1,-1.0
PknD_IND1,ARABT,-1.0
PknD_IND1,HOAS,0.0
PknD_IND1,SR1,0.0
PknD_IND1,SR2,0.0
PknD_IND1,MR,0.0
PknD_IND1,GLYCS_I,0.0
PknD_IND1,GLYCS_II,0.0
PknD_IND1,LALDD,0.0
PknD_IND1,CYST_II,0.0
PknD_IND1,FUSA1,1.0
PknD_IND1,ISCS,0.0
PknD_IND1,GLYTRS,0.0
PknD_IND1,SELCYSS,0.0
PknD_IND1,TYRTRS,-1.0
PknD_IND1,biomass,0.0
PknD_IND1,ECHA20,0.0
PknD_IND1,CHOL1,0.0
PknD_IND1,FADE282,0.0
PknD_IND1,HOPNTAL2,0.0
PknD_IND1,ECHA192,0.0
PknD_IND1,HSA,0.0
PknD_IND1,FADB3,1.0
PknD_IND1,FADB2,1.0
PknD_IND1,CHCD,0.0
PknD_IND1,HDAD,0.0
PknD_IND1,CHOD,1.0
PknD_IND1,3HSA,0.0
PknD_IND1,HSAC,0.0
PknD_IND1,HSAE,0.0
PknD_IND1,HIAA,0.0
PknD_IND1,IPDAB,0.0
PknD_IND1,KSH,0.0
PknD_IND1,ECHA193,0.0
PknD_IND1,CYP1,0.0
PknD_IND1,HIPB,0.0
PknD_IND1,HIPA,0.0
PknD_IND1,CHOLCOA,0.0
PknD_IND1,ECHA191,0.0
PknD_IND1,FADE30,-1.0
PknD_IND1,CYP3,0.0
PknD_IND1,CYP2,0.0
PknD_IND1,PRCOA1,0.0
PknD_IND1,FADE281,0.0
PknD_IND1,FADD3,0.0
PknD_IND1,KSTD,0.0
PknD_IND1,FADD17,0.0
PknD_IND1,FADE51,0.0
PknD_IND1,FADE52,0.0
PknD_IND1,HIAt,0.0
PknD_IND1,MACCOAT,1.0
PknD_IND1,ACCOAC,1.0
PknD_IND1,CHSTEROLt,0.0
PknD_IND1,EX_chsterol,0.0
PknD_IND1,MOEA1,0.0
PknD_IND1,MPTAT,0.0
PknD_IND1,MOBA,1.0
PknD_IND1,MOAE1,0.0
PknD_IND1,MOEB1,0.0
PknD_IND1,MOBDabc,0.0
PknD_IND1,MOBDabc_rev,0.0
PknD_IND1,PHBADA,0.0
PknD_IND1,PHBADB,0.0
PknD_IND1,PHBADC,0.0
PknD_IND1,PHBADD,0.0
PknD_IND1,INO1,1.0
PknD_IND1,NAGINSP,1.0
PknD_IND1,NAGINS,0.0
PknD_IND1,LAT,1.0
PknD_IND1,KGD2,1.0
PknD_IND1,ASPO6,1.0
PknD_IND1,ECOAH12,0.0
PknD_IND1,FADE233,1.0
PknD_IND1,BKDC,1.0
PknD_IND1,BKDA2,1.0
PknD_IND1,3HBCOAHL,0.0
PknD_IND1,AKGDa,0.0
PknD_IND1,ACt2r,0.0
PknD_IND1,EX_4hba,0.0
PknD_IND1,4HBAt,0.0
PknD_IND1,4ABZt,0.0
PknD_IND1,CHLabc_rev,0.0
PknD_IND1,GCALDD,0.0
PknD_IND1,PYDXNtr,0.0
PknD_IND1,EX_pydxn,0.0
PknD_IND1,GLYALDDr,0.0
PknD_IND1,FORt,0.0
PknD_IND1,GLYCLTt,0.0
PknD_IND1,EX_glyclt,0.0
PknD_IND1,NO3t2,0.0
PknD_IND1,ROSFE,0.0
PknD_IND1,MNabc_rev,0.0
PknD_IND1,COBC,-1.0
PknD_IND1,ADOCBLabc,0.0
PknD_IND1,COB2,0.0
PknD_IND1,CBL2OR,0.0
PknD_IND1,DRBK,0.0
PknD_IND1,5DOAN,0.0
PknD_IND1,AKGt2r,0.0
PknD_IND1,EX_co,0.0
PknD_IND1,PHEMEt,0.0
PknD_IND1,EX_pheme,0.0
PknD_IND1,HEMEOS,0.0
PknD_IND1,HEMEAS_1,-1.0
PknD_IND1,GSEALD,0.0
PknD_IND1,CPPPGO2,0.0
PknD_IND1,EX_hia,0.0
PknD_IND1,L_LACDcm,1.0
PknD_IND1,FPRA,1.0
PknD_IND1,COCO2,-1.0
PknD_IND1,ACALDt,0.0
PknD_IND1,EX_acald,0.0
PknD_IND1,NMO,1.0
PknD_IND1,OCDCEAt,0.0
PknD_IND1,EX_ocdcea,0.0
PknD_IND1,UREAt,0.0
PknD_IND1,PAPA1,0.0
PknD_IND1,PAPA2,0.0
PknD_IND1,MMPL8,0.0
PknD_IND1,PKS2,1.0
PknD_IND1,MAS3,1.0
PknD_IND1,EX_gln_L,0.0
PknD_IND1,SIRA2,1.0
PknD_IND1,APSR,1.0
PknD_IND1,SHSL2r,0.0
PknD_IND1,CYSK2_I,0.0
PknD_IND1,CYSM_I,0.0
PknD_IND1,CYSM_II,0.0
PknD_IND1,CYSO_I,1.0
PknD_IND1,CYSO_II,1.0
PknD_IND1,THMP,0.0
PknD_IND1,VIUB,-1.0
PknD_IND1,MBTK3,0.0
PknD_IND1,MBTG,-1.0
PknD_IND1,MBTA3,-1.0
PknD_IND1,ALCD2x,0.0
PknD_IND1,ETOHt2r,0.0
PknD_IND1,EX_etoh,0.0
PknD_IND1,MTAP,0.0
PknD_IND1,PKS122,0.0
PknD_IND1,PKS121,0.0
PknD_IND1,ORNDC,0.0
PknD_IND1,MBTA1,-1.0
PknD_IND1,HACD9,0.0
PknD_IND1,ECOAH9ir,0.0
PknD_IND1,OIVD3,1.0
PknD_IND1,BKDC1,1.0
PknD_IND1,MAK,0.0
PknD_IND1,GLGE,0.0
PknD_IND1,TREY,-1.0
PknD_IND1,GLGB,-1.0
PknD_IND1,GLGP,0.0
PknD_IND1,AMYL2,0.0
PknD_IND1,PYRD1,0.0
PknD_IND1,SHCHCS3,0.0
PknD_IND1,SEPHCHCS,0.0
PknD_IND1,SALSYN,-1.0
PknD_IND1,APRO,0.0
PknD_IND1,AOBUTDs,0.0
PknD_IND1,THRD,0.0
PknD_IND1,EX_adocbl,0.0
PknD_IND1,DMBI,0.0
PknD_IND1,BARB,0.0
PknD_IND1,HETZK,0.0
PknD_IND1,PYDXNK,0.0
PknD_IND1,EX_mobd,0.0
PknD_IND1,TBSYNLDPS,0.0
PknD_IND1,TBSNLS1,-1.0
PknD_IND1,TBSNLS2,-1.0
PknD_IND1,TBSNLS3,-1.0
PknD_IND1,BKDA1,1.0
PknD_IND1,BPNT2,1.0
PknD_IND1,GLPD2,0.0
PknD_IND1,G3PD1ir,0.0
PknD_IND1,G3PT,-1.0
PknD_IND1,DHORD2,0.0
PknD_IND1,PPAKr,0.0
PknD_IND1,PTA2,0.0
PknD_IND1,EMB,-1.0
PknD_IND1,BTNt,0.0
PknD_IND1,EX_btn,0.0
PknD_IND1,GXRA,1.0
PknD_IND1,OPP,0.0
PknD_IND1,HEXTT,0.0
PknD_IND1,PPTTm,0.0
PknD_IND1,GGTT,-1.0
PknD_IND1,ACYP_2,0.0
PknD_IND1,GTPDPDP,0.0
PknD_IND1,PPGPPDP,0.0
PknD_IND1,AKGDH,0.0
PknD_IND1,EX_nodcoa,0.0
PknD_IND1,NODCOAt,0.0
PknD_IND1,EX_octscoa,0.0
PknD_IND1,OCTSCOAt,0.0
PknD_IND1,ATPM,0.0
PknD_IND1,VPAMTr,-1.0
PknD_IND1,EGTB,0.0
PknD_IND1,EGTC,-1.0
PknD_IND1,EGTE,0.0
PknD_IND1,TMDS3,-1.0
PknD_IND1,MHUD1,1.0
PknD_IND1,OTSB1,1.0
PknD_IND1,MYCOPP,1.0
PknD_IND1,TMMYCO,0.0
PknD_IND1,MYCOE,0.0
PknD_IND1,PPM1,0.0
PknD_IND1,PEPA,1.0
PknD_IND1,NADDP,0.0
PknD_IND1,NMNAT,0.0
PknD_IND1,EGTD,0.0
PknD_IND1,ACONMT,0.0
PknD_IND1,MANPGH,-1.0
PknD_IND1,EPH,0.0
PknD_IND1,FBPA,0.0
PknD_IND1,DGTP8DETOX,0.0
PknD_IND1,DGTP8OXO,0.0
PknD_IND1,GTP8OXO,0.0
PknD_IND1,TAG,1.0
PknD_IND1,LIPY,-1.0
PknD_IND1,LIPW,0.0
PknD_IND1,CHOLK,0.0
PknD_IND1,PC_TBt,0.0
PknD_IND1,BIRA,0.0
PknD_IND1,ACCD3,0.0
PknD_IND1,ACCA3,1.0
PknD_IND1,GMHEPPA,0.0
PknD_IND1,ALCD19y,0.0
PknD_IND1,EX_pc_TB,0.0
PknD_IND1,DM_ergoth_c,0.0
PknD_IND1,DM_tbsinol_c,0.0
PknD_IND1,DM_isotbsinol__13S_c,0.0
PknD_IND1,DM_isotbsinol__13R_c,0.0
PknD_IND1,DM_psd5p_c,0.0
PknD_IND1,DM_cpppg1_c,0.0
PknD_IND1,DM_scys__L_c,0.0
PknD_IND1,DM_gmhep1p_c,0.0
PknD_IND2,2AGPEAT160,0.0
PknD_IND2,2AGPEAT180,0.0
PknD_IND2,5DGLCNR,0.0
PknD_IND2,AACPS10,0.0
PknD_IND2,AACPS11,0.0
PknD_IND2,AACPS3,0.0
PknD_IND2,ABTA,0.0
PknD_IND2,ACACT1r,1.0
PknD_IND2,ACALDi,0.0
PknD_IND2,ACBIPGT,0.0
PknD_IND2,ACCC,0.0
PknD_IND2,ACChex,0.0
PknD_IND2,ACGAMPM,0.0
PknD_IND2,ACGAMT,0.0
PknD_IND2,ACGK,0.0
PknD_IND2,ACGS,-1.0
PknD_IND2,ACHBS,0.0
PknD_IND2,ACKr,0.0
PknD_IND2,ACLS,0.0
PknD_IND2,ACODA,0.0
PknD_IND2,ACONT,0.0
PknD_IND2,ACOTA,0.0
PknD_IND2,ACP1_FMN,0.0
PknD_IND2,ACPS1,0.0
PknD_IND2,ACS,0.0
PknD_IND2,ACS2,0.0
PknD_IND2,ACYSBMNt,0.0
PknD_IND2,ADA,0.0
PknD_IND2,ADCL,0.0
PknD_IND2,ADCPS1,0.0
PknD_IND2,ADCPS2,0.0
PknD_IND2,ADCS,0.0
PknD_IND2,ADCYRS,0.0
PknD_IND2,ADK1,0.0
PknD_IND2,ADK2,0.0
PknD_IND2,ADMDCr,0.0
PknD_IND2,ADNCYC,1.0
PknD_IND2,ADNK1,1.0
PknD_IND2,ADNK3,1.0
PknD_IND2,ADNK4,1.0
PknD_IND2,ADOCBIK,0.0
PknD_IND2,ADOCBLS,0.0
PknD_IND2,ADPT,1.0
PknD_IND2,ADSK,1.0
PknD_IND2,ADSL1r,0.0
PknD_IND2,ADSL2r,0.0
PknD_IND2,ADSS,0.0
PknD_IND2,AFTA,-1.0
PknD_IND2,AGDC,-1.0
PknD_IND2,AGMT,0.0
PknD_IND2,AGPAT160,1.0
PknD_IND2,AGPAT160190,1.0
PknD_IND2,AGPAT190,1.0
PknD_IND2,AGPR,0.0
PknD_IND2,AHC,1.0
PknD_IND2,AHCYSNS,-1.0
PknD_IND2,AHMMPS,0.0
PknD_IND2,AICART,0.0
PknD_IND2,AIRCr,0.0
PknD_IND2,AKGDb,0.0
PknD_IND2,ALAALAD,0.0
PknD_IND2,ALAALAr,0.0
PknD_IND2,ALAD_L,1.0
PknD_IND2,ALAR,0.0
PknD_IND2,ALAt2r,0.0
PknD_IND2,ALDD1,0.0
PknD_IND2,ALDD19x,0.0
PknD_IND2,ALDD2x,1.0
PknD_IND2,AMAOTr,0.0
PknD_IND2,AMID4,0.0
PknD_IND2,AMMQT8,0.0
PknD_IND2,AMMQT8_2,0.0
PknD_IND2,AMPTASECG,0.0
PknD_IND2,ANPRT,-1.0
PknD_IND2,ANS,0.0
PknD_IND2,AOXSr,-1.0
PknD_IND2,APRAUR,0.0
PknD_IND2,ARACHTA,0.0
PknD_IND2,ARB_Dabc,0.0
PknD_IND2,ARBabc,0.0
PknD_IND2,ARBt2r,0.0
PknD_IND2,ARGDC,0.0
PknD_IND2,ARGDr,0.0
PknD_IND2,ARGSL,0.0
PknD_IND2,ARGSS,0.0
PknD_IND2,ARGt5r,0.0
PknD_IND2,ASAD,0.0
PknD_IND2,ASNN,0.0
PknD_IND2,ASNS1,0.0
PknD_IND2,ASNt2r,0.0
PknD_IND2,ASP1DC,0.0
PknD_IND2,ASPCT,-1.0
PknD_IND2,ASPK,0.0
PknD_IND2,ASPO5,1.0
PknD_IND2,ASPTA,0.0
PknD_IND2,ASPt2r,0.0
PknD_IND2,AST,0.0
PknD_IND2,ATPPRT,-1.0
PknD_IND2,ATPS4r,0.0
PknD_IND2,BACCL,0.0
PknD_IND2,BALAt2r,0.0
PknD_IND2,BDH,0.0
PknD_IND2,BETALDHx,0.0
PknD_IND2,BMNMSHS,0.0
PknD_IND2,BMNt,0.0
PknD_IND2,BPNT,1.0
PknD_IND2,BTS2,0.0
PknD_IND2,BTS3r,0.0
PknD_IND2,CAATPS,0.0
PknD_IND2,CAT,1.0
PknD_IND2,CAt4,0.0
PknD_IND2,CBIAT,0.0
PknD_IND2,CBLAT,0.0
PknD_IND2,CBPS,-1.0
PknD_IND2,CDAPPA160,0.0
PknD_IND2,CDAPPA160190,0.0
PknD_IND2,CDAPPA190,0.0
PknD_IND2,CDPMEK,0.0
PknD_IND2,CDPPT160,0.0
PknD_IND2,CDPPT160190,0.0
PknD_IND2,CHLabc,0.0
PknD_IND2,CHOLD,0.0
PknD_IND2,CHORM,0.0
PknD_IND2,CHORS,1.0
PknD_IND2,CHRPL,0.0
PknD_IND2,CIGAMS,0.0
PknD_IND2,CITLr,0.0
PknD_IND2,CITabc,0.0
PknD_IND2,CLPNS160190,0.0
PknD_IND2,CMCBTFL,-1.0
PknD_IND2,CMCBTFU,-1.0
PknD_IND2,CMLDC,0.0
PknD_IND2,CO2t,0.0
PknD_IND2,COAt,0.0
PknD_IND2,COBALTt5,0.0
PknD_IND2,COCHL,-1.0
PknD_IND2,COt,0.0
PknD_IND2,CPC6R,0.0
PknD_IND2,CPPPGO,0.0
PknD_IND2,CRNabc,0.0
PknD_IND2,CS,0.0
PknD_IND2,CTPS1,0.0
PknD_IND2,CTPS2,0.0
PknD_IND2,CYANST,1.0
PknD_IND2,CYO1a,0.0
PknD_IND2,CYO1b,0.0
PknD_IND2,CYRDAAT,0.0
PknD_IND2,CYRDAR,0.0
PknD_IND2,CYSS,0.0
PknD_IND2,CYSTL,0.0
PknD_IND2,CYSTS,0.0
PknD_IND2,CYTBD,0.0
PknD_IND2,CYTBD2,0.0
PknD_IND2,CYTD,-1.0
PknD_IND2,CYTDK2,0.0
PknD_IND2,CYTDt2r,0.0
PknD_IND2,CYTK1,-1.0
PknD_IND2,CYTK2,-1.0
PknD_IND2,Clt,0.0
PknD_IND2,Cuabc,0.0
PknD_IND2,Cut1,0.0
PknD_IND2,DADA,0.0
PknD_IND2,DADK,0.0
PknD_IND2,DAGK160,-1.0
PknD_IND2,DALAOX,0.0
PknD_IND2,DALAt2r,0.0
PknD_IND2,DAPDC,0.0
PknD_IND2,DAPE,0.0
PknD_IND2,DASYN160,0.0
PknD_IND2,DASYN160190,0.0
PknD_IND2,DASYN190190,0.0
PknD_IND2,DB4PS,0.0
PknD_IND2,DBTSr,0.0
PknD_IND2,DCPDP,1.0
PknD_IND2,DCPDPP,0.0
PknD_IND2,DCPDPS,0.0
PknD_IND2,DCPE,-1.0
PknD_IND2,DCPT,-1.0
PknD_IND2,DCTPD,0.0
PknD_IND2,DCTPD2,0.0
PknD_IND2,DCYTD,0.0
PknD_IND2,DDPA,0.0
PknD_IND2,DESAT16,1.0
PknD_IND2,DESAT18,1.0
PknD_IND2,DGC3D,0.0
PknD_IND2,DGK1,0.0
PknD_IND2,DHAD1,1.0
PknD_IND2,DHAD2,1.0
PknD_IND2,DHDPRy,0.0
PknD_IND2,DHDPS,1.0
PknD_IND2,DHFR,0.0
PknD_IND2,DHFS,0.0
PknD_IND2,DHNAOT,-1.0
PknD_IND2,DHNPA,0.0
PknD_IND2,DHNPA2,0.0
PknD_IND2,DHORTS,0.0
PknD_IND2,DHPPDA,0.0
PknD_IND2,DHPPDA2,0.0
PknD_IND2,DHPS2,0.0
PknD_IND2,DHQD,0.0
PknD_IND2,DHQS,0.0
PknD_IND2,DMATT,0.0
PknD_IND2,DMPPS,1.0
PknD_IND2,DNMPPA,0.0
PknD_IND2,DNTPPA,0.0
PknD_IND2,DPCOAK,0.0
PknD_IND2,DPPS,0.0
PknD_IND2,DPR,0.0
PknD_IND2,DRPA,0.0
PknD_IND2,DSERt2r,0.0
PknD_IND2,DTMPK,0.0
PknD_IND2,DURIK1,0.0
PknD_IND2,DURIPP,0.0
PknD_IND2,DUTPDP,0.0
PknD_IND2,DXPRIi,0.0
PknD_IND2,DXPS,0.0
PknD_IND2,ENO,0.0
PknD_IND2,ETHAt,0.0
PknD_IND2,EX_acysbmn,0.0
PknD_IND2,EX_ala_B,0.0
PknD_IND2,EX_ala_D,0.0
PknD_IND2,EX_ala_L,0.0
PknD_IND2,EX_arab_D,0.0
PknD_IND2,EX_arab_L,0.0
PknD_IND2,EX_arg_L,0.0
PknD_IND2,EX_asn_L,0.0
PknD_IND2,EX_asp_L,0.0
PknD_IND2,EX_atp,0.0
PknD_IND2,EX_bmn,0.0
PknD_IND2,EX_ca2,0.0
PknD_IND2,EX_chol,0.0
PknD_IND2,EX_cit,0.0
PknD_IND2,EX_cl,0.0
PknD_IND2,EX_co2,0.0
PknD_IND2,EX_coa,0.0
PknD_IND2,EX_cobalt2,0.0
PknD_IND2,EX_crn,0.0
PknD_IND2,EX_cu2,0.0
PknD_IND2,EX_cytd,0.0
PknD_IND2,EX_etha,0.0
PknD_IND2,EX_fe2,0.0
PknD_IND2,EX_fe3,0.0
PknD_IND2,EX_fum,0.0
PknD_IND2,EX_gal,0.0
PknD_IND2,EX_glc,0.0
PknD_IND2,EX_glu_L,0.0
PknD_IND2,EX_gly,0.0
PknD_IND2,EX_glyb,0.0
PknD_IND2,EX_glyc3p,0.0
PknD_IND2,EX_glyc,0.0
PknD_IND2,EX_gthrd,0.0
PknD_IND2,EX_h2,0.0
PknD_IND2,EX_h2co3,0.0
PknD_IND2,EX_h2o,0.0
PknD_IND2,EX_h2s,0.0
PknD_IND2,EX_h,0.0
PknD_IND2,EX_hdca,0.0
PknD_IND2,EX_his_L,0.0
PknD_IND2,EX_id3acald,0.0
PknD_IND2,EX_ile_L,0.0
PknD_IND2,EX_k,0.0
PknD_IND2,EX_lac_L,0.0
PknD_IND2,EX_lcts,0.0
