,kinase,metabolite,total_genes,kinase_targets,metabolite_network_size,overlap,p-value,adjusted p-value
5916,PknH,hdcaMAS_c,1011,64,12.0,2.0,0.03529142387809358,0.06542830400437012
5917,PknH,mas_c,1011,64,12.0,2.0,0.03529142387809358,0.06542830400437012
5918,PknH,scys__L_c,1011,64,12.0,2.0,0.03529142387809358,0.06542830400437012
5919,PknH,cysOsh_c,1011,64,12.0,2.0,0.03529142387809358,0.06542830400437012
5920,PknH,cysOcys__L_c,1011,64,12.0,2.0,0.03529142387809358,0.06542830400437012
5921,PknH,cysO_c,1011,64,12.0,2.0,0.03529142387809358,0.06542830400437012
5922,PknH,cysOamp_c,1011,64,12.0,2.0,0.03529142387809358,0.06542830400437012
5923,PknH,n6hlysmal_c,1011,64,25.0,4.0,0.017188323107510534,0.038410090598512116
5924,PknH,n6hlys_c,1011,64,22.0,3.0,0.04508141515125502,0.07960235725575462
5925,PknH,mcbtm_c,1011,64,53.0,6.0,0.04408763413649695,0.07812403918363629
5926,PknH,etoh_c,1011,64,12.0,2.0,0.03529142387809358,0.06542830400437012
5927,PknH,etoh_e,1011,64,12.0,2.0,0.03529142387809358,0.06542830400437012
5928,PknH,5mdr1p_c,1011,64,12.0,2.0,0.03529142387809358,0.06542830400437012
5929,PknH,pmtri_c,1011,64,28.0,9.0,2.7248276464533145e-06,2.4902728856780292e-05
5930,PknH,pmtricoa_c,1011,64,67.0,11.0,0.0005635084359481121,0.002922980348628981
5931,PknH,3hmbcoa_c,1011,64,62.0,8.0,0.012738034729206912,0.030318527688405674
5932,PknH,2mb2coa_c,1011,64,62.0,8.0,0.012738034729206912,0.030318527688405674
5933,PknH,2mbcoa_c,1011,64,61.0,8.0,0.011461255356730564,0.027810194130846348
5934,PknH,2mbdhl_c,1011,64,12.0,2.0,0.03529142387809358,0.06542830400437012
5935,PknH,malt1p_c,1011,64,21.0,3.0,0.038681012801548974,0.07043176569229315
5936,PknH,14glucan_c,1011,64,19.0,3.0,0.02755710166909372,0.05647225352311197
5937,PknH,2sephchc_c,1011,64,28.0,3.0,0.09505114056908202,0.1313137296344738
5938,PknH,aact_c,1011,64,19.0,4.0,0.005060786760429196,0.015295775853750264
5939,PknH,2aobut_c,1011,64,19.0,4.0,0.005060786760429196,0.015295775853750264
5940,PknH,barb_c,1011,64,12.0,2.0,0.03529142387809358,0.06542830400437012
5941,PknH,tbsinyldp_c,1011,64,24.0,3.0,0.05956222747314301,0.09765925004400416
5942,PknH,tbsinol_c,1011,64,25.0,3.0,0.06763344735231104,0.10494120096020898
5943,PknH,isotbsinol__13S_c,1011,64,25.0,3.0,0.06763344735231104,0.10494120096020898
5944,PknH,isotbsinol__13R_c,1011,64,25.0,3.0,0.06763344735231104,0.10494120096020898
5945,PknH,hercyn_c,1011,64,39.0,6.0,0.0089332880217314,0.022772522043069524
5946,PknH,ergoth_c,1011,64,53.0,6.0,0.04408763413649695,0.07812403918363629
5947,PknH,ppap_c,1011,64,19.0,4.0,0.005060786760429196,0.015295775853750264
5948,PknH,btn_e,1011,64,12.0,2.0,0.03529142387809358,0.06542830400437012
5949,PknH,hepdp_c,1011,64,25.0,4.0,0.017188323107510534,0.038410090598512116
5950,PknH,hexdp_c,1011,64,24.0,3.0,0.05956222747314301,0.09765925004400416
5951,PknH,pendp_c,1011,64,24.0,3.0,0.05956222747314301,0.09765925004400416
5952,PknH,ppgpp_c,1011,64,40.0,7.0,0.002525403931649062,0.009309063794133364
5953,PknH,nodcoa_e,1011,64,12.0,2.0,0.03529142387809358,0.06542830400437012
5954,PknH,octscoa_e,1011,64,12.0,2.0,0.03529142387809358,0.06542830400437012
5955,PknH,rbzn_c,1011,64,35.0,3.0,0.175462922038164,0.2209336313324346
5956,PknH,gluhercyso_c,1011,64,51.0,6.0,0.03662914389809913,0.06729728573325282
5957,PknH,hercyso_c,1011,64,52.0,6.0,0.04024407543226467,0.07281288484662825
5958,PknH,c78mycolatepp_c,1011,64,49.0,9.0,0.0005859988445799001,0.00302862168249995
5959,PknH,mycobilin_c,1011,64,21.0,2.0,0.1425563951984176,0.18390806929682102
5960,PknH,tre6mmp_c,1011,64,42.0,9.0,0.0001499641689647064,0.0009307477650918966
5961,PknH,tre6mm_c,1011,64,42.0,9.0,0.0001499641689647064,0.0009307477650918966
5962,PknH,ppm_c,1011,64,29.0,3.0,0.10520981854272154,0.1431289516161888
5963,PknH,c78mycolateACP_c,1011,64,12.0,2.0,0.03529142387809358,0.06542830400437012
5964,PknH,mmycolate87_c,1011,64,12.0,2.0,0.03529142387809358,0.06542830400437012
5965,PknH,amycolate82_c,1011,64,12.0,2.0,0.03529142387809358,0.06542830400437012
5966,PknH,malt6p_c,1011,64,21.0,3.0,0.038681012801548974,0.07043176569229315
5967,PknH,nmn_c,1011,64,28.0,4.0,0.027432096364805026,0.05637815521432334
5968,PknH,acon_T_c,1011,64,12.0,2.0,0.03529142387809358,0.06542830400437012
5969,PknH,aconm_c,1011,64,12.0,2.0,0.03529142387809358,0.06542830400437012
5970,PknH,man6pglyc_c,1011,64,12.0,2.0,0.03529142387809358,0.06542830400437012
5971,PknH,dhocdc_c,1011,64,12.0,2.0,0.03529142387809358,0.06542830400437012
5972,PknH,epox_c,1011,64,12.0,2.0,0.03529142387809358,0.06542830400437012
5973,PknH,8oxdgtp_c,1011,64,43.0,7.0,0.004085197424381705,0.013638614918128282
5974,PknH,8oxdgmp_c,1011,64,43.0,7.0,0.004085197424381705,0.013638614918128282
5975,PknH,8oxgtp_c,1011,64,39.0,7.0,0.0021262242670209834,0.008007440824479024
5976,PknH,ptdcacoa_c,1011,64,12.0,2.0,0.03529142387809358,0.06542830400437012
5977,PknH,12dgr_TB_c,1011,64,12.0,2.0,0.03529142387809358,0.06542830400437012
5978,PknH,tag_TB_c,1011,64,12.0,2.0,0.03529142387809358,0.06542830400437012
5979,PknH,ptdca_c,1011,64,12.0,2.0,0.03529142387809358,0.06542830400437012
5980,PknH,nondca_c,1011,64,12.0,2.0,0.03529142387809358,0.06542830400437012
5981,PknH,pc_TB_c,1011,64,12.0,2.0,0.03529142387809358,0.06542830400437012
5982,PknH,cholp_c,1011,64,12.0,2.0,0.03529142387809358,0.06542830400437012
5983,PknH,pc_TB_e,1011,64,12.0,2.0,0.03529142387809358,0.06542830400437012
5984,PknH,accb_c,1011,64,12.0,2.0,0.03529142387809358,0.06542830400437012
5985,PknH,bccp_c,1011,64,12.0,2.0,0.03529142387809358,0.06542830400437012
5986,PknH,bccpco2_c,1011,64,12.0,2.0,0.03529142387809358,0.06542830400437012
5987,PknH,gmhep1p_c,1011,64,22.0,3.0,0.04508141515125502,0.07960235725575462
5988,PknI,2agpe160_c,1011,1,34.0,1.0,0.0,0.0
5989,PknI,atp_c,1011,1,35.0,1.0,0.0,0.0
5990,PknI,hdca_c,1011,1,17.0,1.0,0.0,0.0
5991,PknI,amp_c,1011,1,35.0,1.0,0.0,0.0
5992,PknI,pe160_c,1011,1,34.0,1.0,0.0,0.0
5993,PknI,ppi_c,1011,1,12.0,1.0,0.0,0.0
5994,PknI,2agpe180_c,1011,1,12.0,1.0,0.0,0.0
5995,PknI,ocdca_c,1011,1,17.0,1.0,0.0,0.0
5996,PknI,pe180_c,1011,1,12.0,1.0,0.0,0.0
5997,PknI,h2o_c,1011,1,12.0,1.0,0.0,0.0
5998,PknI,pi_c,1011,1,12.0,1.0,0.0,0.0
5999,PknI,5dglcn_c,1011,1,12.0,1.0,0.0,0.0
6000,PknI,h_c,1011,1,8.0,0.0,0.00791295746785361,0.02160348489684625
6001,PknI,nadph_c,1011,1,41.0,1.0,0.0,0.0
6002,PknI,glcn_c,1011,1,12.0,1.0,0.0,0.0
6003,PknI,nadp_c,1011,1,41.0,1.0,0.0,0.0
6004,PknI,ACP_c,1011,1,12.0,1.0,0.0,0.0
6005,PknI,mocdca_c,1011,1,25.0,1.0,0.0,0.0
6006,PknI,mstrACP_c,1011,1,12.0,1.0,0.0,0.0
6007,PknI,4hbz_c,1011,1,27.0,1.0,0.0,0.0
6008,PknI,4hbzACP_c,1011,1,12.0,1.0,0.0,0.0
6009,PknI,palmACP_c,1011,1,12.0,1.0,0.0,0.0
6010,PknI,4abut_c,1011,1,13.0,1.0,0.0,0.0
6011,PknI,akg_c,1011,1,12.0,1.0,0.0,0.0
6012,PknI,glu__L_c,1011,1,12.0,1.0,0.0,0.0
6013,PknI,sucsal_c,1011,1,12.0,1.0,0.0,0.0
6014,PknI,acac_c,1011,1,14.0,1.0,0.0,0.0
6015,PknI,accoa_c,1011,1,55.0,1.0,0.0,0.0
6016,PknI,aacoa_c,1011,1,55.0,1.0,0.0,0.0
6017,PknI,ac_c,1011,1,8.0,0.0,0.00791295746785361,0.02160348489684625
6018,PknI,coa_c,1011,1,55.0,1.0,0.0,0.0
6019,PknI,acald_c,1011,1,12.0,1.0,0.0,0.0
6020,PknI,nad_c,1011,1,40.0,1.0,0.0,0.0
6021,PknI,nadh_c,1011,1,40.0,1.0,0.0,0.0
6022,PknI,adocbip_c,1011,1,12.0,1.0,0.0,0.0
6023,PknI,gtp_c,1011,1,39.0,1.0,0.0,0.0
6024,PknI,agdpcbi_c,1011,1,12.0,1.0,0.0,0.0
6025,PknI,co2_c,1011,1,12.0,1.0,0.0,0.0
6026,PknI,hexccoa_c,1011,1,61.0,1.0,0.0,0.0
6027,PknI,chexccoa_c,1011,1,62.0,1.0,0.0,0.0
6028,PknI,hco3_c,1011,1,12.0,1.0,0.0,0.0
6029,PknI,adp_c,1011,1,35.0,1.0,0.0,0.0
6030,PknI,malcoa_c,1011,1,56.0,1.0,0.0,0.0
6031,PknI,hexc_c,1011,1,17.0,1.0,0.0,0.0
6032,PknI,acgam6p_c,1011,1,19.0,1.0,0.0,0.0
6033,PknI,acgam1p_c,1011,1,19.0,1.0,0.0,0.0
6034,PknI,uacgam_c,1011,1,35.0,1.0,0.0,0.0
6035,PknI,udcpp_c,1011,1,24.0,1.0,0.0,0.0
6036,PknI,ump_c,1011,1,29.0,1.0,0.0,0.0
6037,PknI,unaga_c,1011,1,31.0,1.0,0.0,0.0
6038,PknI,acglu_c,1011,1,13.0,1.0,0.0,0.0
6039,PknI,acg5p_c,1011,1,14.0,1.0,0.0,0.0
6040,PknI,2obut_c,1011,1,16.0,1.0,0.0,0.0
6041,PknI,pyr_c,1011,1,12.0,1.0,0.0,0.0
6042,PknI,2ahbut_c,1011,1,16.0,1.0,0.0,0.0
6043,PknI,actp_c,1011,1,13.0,1.0,0.0,0.0
6044,PknI,alac__S_c,1011,1,12.0,1.0,0.0,0.0
6045,PknI,acorn_c,1011,1,16.0,1.0,0.0,0.0
6046,PknI,orn_c,1011,1,16.0,1.0,0.0,0.0
6047,PknI,cit_c,1011,1,12.0,1.0,0.0,0.0
6048,PknI,icit_c,1011,1,13.0,1.0,0.0,0.0
6049,PknI,acg5sa_c,1011,1,15.0,1.0,0.0,0.0
6050,PknI,fmn_c,1011,1,42.0,1.0,0.0,0.0
6051,PknI,ribflv_c,1011,1,41.0,1.0,0.0,0.0
6052,PknI,apoACP_c,1011,1,12.0,1.0,0.0,0.0
6053,PknI,pap_c,1011,1,45.0,1.0,0.0,0.0
6054,PknI,ppa_c,1011,1,12.0,1.0,0.0,0.0
6055,PknI,ppcoa_c,1011,1,59.0,1.0,0.0,0.0
6056,PknI,acysbmn_c,1011,1,12.0,1.0,0.0,0.0
6057,PknI,acysbmn_e,1011,1,12.0,1.0,0.0,0.0
6058,PknI,adn_c,1011,1,35.0,1.0,0.0,0.0
6059,PknI,ins_c,1011,1,34.0,1.0,0.0,0.0
6060,PknI,nh4_c,1011,1,12.0,1.0,0.0,0.0
6061,PknI,4adcho_c,1011,1,28.0,1.0,0.0,0.0
6062,PknI,4abz_c,1011,1,29.0,1.0,0.0,0.0
6063,PknI,adcobhex_c,1011,1,12.0,1.0,0.0,0.0
6064,PknI,appl_c,1011,1,19.0,1.0,0.0,0.0
6065,PknI,adocbi_c,1011,1,12.0,1.0,0.0,0.0
6066,PknI,applp_c,1011,1,12.0,1.0,0.0,0.0
6067,PknI,chor_c,1011,1,26.0,1.0,0.0,0.0
6068,PknI,gln__L_c,1011,1,11.0,1.0,0.0,0.0
6069,PknI,adcobdam_c,1011,1,12.0,1.0,0.0,0.0
6070,PknI,pppi_c,1011,1,12.0,1.0,0.0,0.0
6071,PknI,gdp_c,1011,1,39.0,1.0,0.0,0.0
6072,PknI,amet_c,1011,1,51.0,1.0,0.0,0.0
6073,PknI,ametam_c,1011,1,51.0,1.0,0.0,0.0
6074,PknI,camp_c,1011,1,35.0,1.0,0.0,0.0
6075,PknI,dgtp_c,1011,1,43.0,1.0,0.0,0.0
6076,PknI,dgdp_c,1011,1,42.0,1.0,0.0,0.0
6077,PknI,rdmbzi_c,1011,1,44.0,1.0,0.0,0.0
6078,PknI,adocbl_c,1011,1,12.0,1.0,0.0,0.0
6079,PknI,gmp_c,1011,1,38.0,1.0,0.0,0.0
6080,PknI,ade_c,1011,1,29.0,1.0,0.0,0.0
6081,PknI,prpp_c,1011,1,20.0,1.0,0.0,0.0
6082,PknI,aps_c,1011,1,42.0,1.0,0.0,0.0
6083,PknI,paps_c,1011,1,42.0,1.0,0.0,0.0
6084,PknI,dcamp_c,1011,1,35.0,1.0,0.0,0.0
6085,PknI,fum_c,1011,1,12.0,1.0,0.0,0.0
6086,PknI,25aics_c,1011,1,32.0,1.0,0.0,0.0
6087,PknI,aicar_c,1011,1,33.0,1.0,0.0,0.0
6088,PknI,asp__L_c,1011,1,13.0,1.0,0.0,0.0
6089,PknI,imp_c,1011,1,34.0,1.0,0.0,0.0
6090,PknI,agalfragund_c,1011,1,50.0,1.0,0.0,0.0
6091,PknI,arabinanagalfragund_c,1011,1,55.0,1.0,0.0,0.0
6092,PknI,decda__tb_c,1011,1,33.0,1.0,0.0,0.0
6093,PknI,galfragund_c,1011,1,42.0,1.0,0.0,0.0
6094,PknI,decd__tb_c,1011,1,24.0,1.0,0.0,0.0
6095,PknI,gam6p_c,1011,1,18.0,1.0,0.0,0.0
6096,PknI,agm_c,1011,1,25.0,1.0,0.0,0.0
6097,PknI,ptrc_c,1011,1,17.0,1.0,0.0,0.0
6098,PknI,urea_c,1011,1,12.0,1.0,0.0,0.0
6099,PknI,1hdecg3p_c,1011,1,21.0,1.0,0.0,0.0
6100,PknI,pa160_c,1011,1,23.0,1.0,0.0,0.0
6101,PknI,pa160190_c,1011,1,31.0,1.0,0.0,0.0
6102,PknI,1msg3p_c,1011,1,31.0,1.0,0.0,0.0
6103,PknI,pa190190_c,1011,1,31.0,1.0,0.0,0.0
6104,PknI,ahcys_c,1011,1,48.0,1.0,0.0,0.0
6105,PknI,hcys__L_c,1011,1,28.0,1.0,0.0,0.0
6106,PknI,rhcys_c,1011,1,36.0,1.0,0.0,0.0
6107,PknI,air_c,1011,1,28.0,1.0,0.0,0.0
6108,PknI,4ahmmp_c,1011,1,29.0,1.0,0.0,0.0
6109,PknI,gcald_c,1011,1,279.0,1.0,0.0,0.0
6110,PknI,10fthf_c,1011,1,54.0,1.0,0.0,0.0
6111,PknI,fprica_c,1011,1,34.0,1.0,0.0,0.0
6112,PknI,thf_c,1011,1,54.0,1.0,0.0,0.0
6113,PknI,for_c,1011,1,12.0,1.0,0.0,0.0
6114,PknI,5aizc_c,1011,1,30.0,1.0,0.0,0.0
6115,PknI,sdhlam_c,1011,1,12.0,1.0,0.0,0.0
6116,PknI,dhlam_c,1011,1,12.0,1.0,0.0,0.0
6117,PknI,succoa_c,1011,1,55.0,1.0,0.0,0.0
6118,PknI,alaala_c,1011,1,16.0,1.0,0.0,0.0
6119,PknI,ala__D_c,1011,1,15.0,1.0,0.0,0.0
6120,PknI,ala__L_c,1011,1,14.0,1.0,0.0,0.0
6121,PknI,ala__L_e,1011,1,14.0,1.0,0.0,0.0
6122,PknI,h_e,1011,1,12.0,1.0,0.0,0.0
6123,PknI,fald_c,1011,1,12.0,1.0,0.0,0.0
6124,PknI,pacald_c,1011,1,29.0,1.0,0.0,0.0
6125,PknI,pac_c,1011,1,30.0,1.0,0.0,0.0
6126,PknI,8aonn_c,1011,1,12.0,1.0,0.0,0.0
6127,PknI,amob_c,1011,1,12.0,1.0,0.0,0.0
6128,PknI,dann_c,1011,1,30.0,1.0,0.0,0.0
6129,PknI,ad_c,1011,1,12.0,1.0,0.0,0.0
6130,PknI,2dmmq8_c,1011,1,43.0,1.0,0.0,0.0
6131,PknI,mql8_c,1011,1,47.0,1.0,0.0,0.0
6132,PknI,mqn8_c,1011,1,47.0,1.0,0.0,0.0
6133,PknI,cgly_c,1011,1,29.0,1.0,0.0,0.0
6134,PknI,cys__L_c,1011,1,25.0,1.0,0.0,0.0
6135,PknI,gly_c,1011,1,12.0,1.0,0.0,0.0
6136,PknI,anth_c,1011,1,27.0,1.0,0.0,0.0
6137,PknI,pran_c,1011,1,31.0,1.0,0.0,0.0
6138,PknI,pmcoa_c,1011,1,12.0,1.0,0.0,0.0
6139,PknI,ala__B_c,1011,1,14.0,1.0,0.0,0.0
6140,PknI,5apru_c,1011,1,39.0,1.0,0.0,0.0
6141,PknI,5aprbu_c,1011,1,39.0,1.0,0.0,0.0
6142,PknI,arab__D_c,1011,1,12.0,1.0,0.0,0.0
6143,PknI,tarab__D_c,1011,1,12.0,1.0,0.0,0.0
6144,PknI,arachcoa_c,1011,1,60.0,1.0,0.0,0.0
6145,PknI,arachACP_c,1011,1,12.0,1.0,0.0,0.0
6146,PknI,arab__L_c,1011,1,12.0,1.0,0.0,0.0
6147,PknI,arab__D_e,1011,1,12.0,1.0,0.0,0.0
6148,PknI,arab__L_e,1011,1,12.0,1.0,0.0,0.0
6149,PknI,arg__L_c,1011,1,24.0,1.0,0.0,0.0
6150,PknI,citr__L_c,1011,1,19.0,1.0,0.0,0.0
6151,PknI,argsuc_c,1011,1,23.0,1.0,0.0,0.0
6152,PknI,arg__L_e,1011,1,25.0,1.0,0.0,0.0
6153,PknI,aspsa_c,1011,1,15.0,1.0,0.0,0.0
6154,PknI,4pasp_c,1011,1,14.0,1.0,0.0,0.0
6155,PknI,asn__L_c,1011,1,16.0,1.0,0.0,0.0
6156,PknI,asn__L_e,1011,1,16.0,1.0,0.0,0.0
6157,PknI,cbp_c,1011,1,14.0,1.0,0.0,0.0
6158,PknI,cbasp_c,1011,1,16.0,1.0,0.0,0.0
6159,PknI,o2_c,1011,1,12.0,1.0,0.0,0.0
6160,PknI,h2o2_c,1011,1,16.0,1.0,0.0,0.0
6161,PknI,oaa_c,1011,1,12.0,1.0,0.0,0.0
6162,PknI,iasp_c,1011,1,14.0,1.0,0.0,0.0
6163,PknI,succ_c,1011,1,11.0,1.0,0.0,0.0
6164,PknI,asp__L_e,1011,1,13.0,1.0,0.0,0.0
6165,PknI,sucarg_c,1011,1,24.0,1.0,0.0,0.0
6166,PknI,prbatp_c,1011,1,36.0,1.0,0.0,0.0
6167,PknI,btn_c,1011,1,12.0,1.0,0.0,0.0
6168,PknI,btamp_c,1011,1,36.0,1.0,0.0,0.0
6169,PknI,ala__B_e,1011,1,15.0,1.0,0.0,0.0
6170,PknI,bhb_c,1011,1,14.0,1.0,0.0,0.0
6171,PknI,betald_c,1011,1,12.0,1.0,0.0,0.0
6172,PknI,glyb_c,1011,1,12.0,1.0,0.0,0.0
6173,PknI,bmn_c,1011,1,12.0,1.0,0.0,0.0
6174,PknI,msh_c,1011,1,39.0,1.0,0.0,0.0
6175,PknI,bmnmsh_c,1011,1,12.0,1.0,0.0,0.0
6176,PknI,bmn_e,1011,1,12.0,1.0,0.0,0.0
6177,PknI,dtbt_c,1011,1,29.0,1.0,0.0,0.0
6178,PknI,s_c,1011,1,26.0,1.0,0.0,0.0
6179,PknI,h2s_c,1011,1,24.0,1.0,0.0,0.0
6180,PknI,ca2_c,1011,1,9.0,0.0,0.008902077151335312,0.022772522043069524
6181,PknI,ca2_e,1011,1,12.0,1.0,0.0,0.0
6182,PknI,cbi_c,1011,1,12.0,1.0,0.0,0.0
6183,PknI,cbl1_c,1011,1,12.0,1.0,0.0,0.0
6184,PknI,cdpdhdecg_c,1011,1,39.0,1.0,0.0,0.0
6185,PknI,cmp_c,1011,1,33.0,1.0,0.0,0.0
6186,PknI,cdpc16c19g_c,1011,1,47.0,1.0,0.0,0.0
6187,PknI,cdpc19c19g_c,1011,1,47.0,1.0,0.0,0.0
6188,PknI,4c2me_c,1011,1,35.0,1.0,0.0,0.0
6189,PknI,2p4c2me_c,1011,1,36.0,1.0,0.0,0.0
6190,PknI,inost_c,1011,1,19.0,1.0,0.0,0.0
6191,PknI,ptd1ino160_c,1011,1,30.0,1.0,0.0,0.0
6192,PknI,ptd1ino160190_c,1011,1,38.0,1.0,0.0,0.0
6193,PknI,chol_e,1011,1,12.0,1.0,0.0,0.0
6194,PknI,chol_c,1011,1,12.0,1.0,0.0,0.0
6195,PknI,pphn_c,1011,1,26.0,1.0,0.0,0.0
6196,PknI,3psme_c,1011,1,25.0,1.0,0.0,0.0
6197,PknI,igam_c,1011,1,26.0,1.0,0.0,0.0
6198,PknI,cigam_c,1011,1,38.0,1.0,0.0,0.0
6199,PknI,cit_e,1011,1,12.0,1.0,0.0,0.0
6200,PknI,pg160190_c,1011,1,35.0,1.0,0.0,0.0
6201,PknI,clpn160190_c,1011,1,36.0,1.0,0.0,0.0
6202,PknI,glyc_c,1011,1,17.0,1.0,0.0,0.0
6203,PknI,cmcbtt_c,1011,1,59.0,1.0,0.0,0.0
6204,PknI,fe3_e,1011,1,12.0,1.0,0.0,0.0
6205,PknI,fcmcbtt_c,1011,1,62.0,1.0,0.0,0.0
6206,PknI,fe3_c,1011,1,15.0,1.0,0.0,0.0
6207,PknI,2c25dho_c,1011,1,12.0,1.0,0.0,0.0
6208,PknI,5odhf2a_c,1011,1,12.0,1.0,0.0,0.0
6209,PknI,co2_e,1011,1,12.0,1.0,0.0,0.0
6210,PknI,coa_e,1011,1,55.0,1.0,0.0,0.0
6211,PknI,cobalt2_c,1011,1,12.0,1.0,0.0,0.0
6212,PknI,cobalt2_e,1011,1,12.0,1.0,0.0,0.0
6213,PknI,hgbam_c,1011,1,30.0,1.0,0.0,0.0
6214,PknI,co2dam_c,1011,1,12.0,1.0,0.0,0.0
6215,PknI,co_c,1011,1,15.0,1.0,0.0,0.0
6216,PknI,co_e,1011,1,15.0,1.0,0.0,0.0
6217,PknI,codhpre6_c,1011,1,12.0,1.0,0.0,0.0
6218,PknI,copre6_c,1011,1,12.0,1.0,0.0,0.0
6219,PknI,cpppg3_c,1011,1,17.0,1.0,0.0,0.0
6220,PknI,pppg9_c,1011,1,18.0,1.0,0.0,0.0
6221,PknI,crn_e,1011,1,12.0,1.0,0.0,0.0
6222,PknI,crn_c,1011,1,12.0,1.0,0.0,0.0
6223,PknI,utp_c,1011,1,32.0,1.0,0.0,0.0
6224,PknI,ctp_c,1011,1,33.0,1.0,0.0,0.0
6225,PknI,cyan_c,1011,1,12.0,1.0,0.0,0.0
6226,PknI,tsul_c,1011,1,12.0,1.0,0.0,0.0
6227,PknI,so3_c,1011,1,23.0,1.0,0.0,0.0
6228,PknI,tcynt_c,1011,1,12.0,1.0,0.0,0.0
6229,PknI,ficytc_c,1011,1,12.0,1.0,0.0,0.0
6230,PknI,qh2_c,1011,1,12.0,1.0,0.0,0.0
6231,PknI,focytc_c,1011,1,12.0,1.0,0.0,0.0
6232,PknI,q_c,1011,1,12.0,1.0,0.0,0.0
6233,PknI,co1dam_c,1011,1,12.0,1.0,0.0,0.0
6234,PknI,acser_c,1011,1,20.0,1.0,0.0,0.0
6235,PknI,cyst__L_c,1011,1,29.0,1.0,0.0,0.0
6236,PknI,ser__L_c,1011,1,19.0,1.0,0.0,0.0
6237,PknI,q8h2_c,1011,1,12.0,1.0,0.0,0.0
6238,PknI,q8_c,1011,1,12.0,1.0,0.0,0.0
6239,PknI,cytd_c,1011,1,33.0,1.0,0.0,0.0
6240,PknI,uri_c,1011,1,29.0,1.0,0.0,0.0
6241,PknI,cytd_e,1011,1,33.0,1.0,0.0,0.0
6242,PknI,cdp_c,1011,1,33.0,1.0,0.0,0.0
6243,PknI,dcmp_c,1011,1,36.0,1.0,0.0,0.0
6244,PknI,dcdp_c,1011,1,36.0,1.0,0.0,0.0
6245,PknI,cl_e,1011,1,12.0,1.0,0.0,0.0
6246,PknI,cl_c,1011,1,13.0,1.0,0.0,0.0
6247,PknI,cu2_e,1011,1,12.0,1.0,0.0,0.0
6248,PknI,cu2_c,1011,1,12.0,1.0,0.0,0.0
6249,PknI,dad__2_c,1011,1,36.0,1.0,0.0,0.0
6250,PknI,din_c,1011,1,35.0,1.0,0.0,0.0
6251,PknI,damp_c,1011,1,36.0,1.0,0.0,0.0
6252,PknI,dadp_c,1011,1,36.0,1.0,0.0,0.0
6253,PknI,12dgr160_c,1011,1,24.0,1.0,0.0,0.0
6254,PknI,ala__D_e,1011,1,16.0,1.0,0.0,0.0
6255,PknI,26dap__M_c,1011,1,20.0,1.0,0.0,0.0
6256,PknI,lys__L_c,1011,1,21.0,1.0,0.0,0.0
6257,PknI,26dap__LL_c,1011,1,19.0,1.0,0.0,0.0
6258,PknI,ru5p__D_c,1011,1,17.0,1.0,0.0,0.0
6259,PknI,db4p_c,1011,1,18.0,1.0,0.0,0.0
6260,PknI,decdp__tb_c,1011,1,23.0,1.0,0.0,0.0
6261,PknI,decdpr__tb_c,1011,1,30.0,1.0,0.0,0.0
6262,PknI,decdr__tb_c,1011,1,31.0,1.0,0.0,0.0
6263,PknI,frdp_c,1011,1,23.0,1.0,0.0,0.0
6264,PknI,ipdp_c,1011,1,22.0,1.0,0.0,0.0
6265,PknI,dctp_c,1011,1,36.0,1.0,0.0,0.0
6266,PknI,dutp_c,1011,1,33.0,1.0,0.0,0.0
6267,PknI,dcyt_c,1011,1,36.0,1.0,0.0,0.0
6268,PknI,duri_c,1011,1,32.0,1.0,0.0,0.0
6269,PknI,e4p_c,1011,1,19.0,1.0,0.0,0.0
6270,PknI,pep_c,1011,1,12.0,1.0,0.0,0.0
6271,PknI,2dda7p_c,1011,1,20.0,1.0,0.0,0.0
6272,PknI,pmtcoa_c,1011,1,60.0,1.0,0.0,0.0
6273,PknI,hdcoa_c,1011,1,60.0,1.0,0.0,0.0
6274,PknI,stcoa_c,1011,1,60.0,1.0,0.0,0.0
6275,PknI,odecoa_c,1011,1,60.0,1.0,0.0,0.0
6276,PknI,2dglcn_c,1011,1,12.0,1.0,0.0,0.0
6277,PknI,3ddgc_c,1011,1,12.0,1.0,0.0,0.0
6278,PknI,dgmp_c,1011,1,42.0,1.0,0.0,0.0
6279,PknI,23dhmb_c,1011,1,13.0,1.0,0.0,0.0
6280,PknI,3mob_c,1011,1,14.0,1.0,0.0,0.0
6281,PknI,23dhmp_c,1011,1,17.0,1.0,0.0,0.0
6282,PknI,3mop_c,1011,1,18.0,1.0,0.0,0.0
6283,PknI,23dhdp_c,1011,1,16.0,1.0,0.0,0.0
6284,PknI,thdp_c,1011,1,17.0,1.0,0.0,0.0
6285,PknI,dhf_c,1011,1,54.0,1.0,0.0,0.0
6286,PknI,dhpt_c,1011,1,53.0,1.0,0.0,0.0
6287,PknI,dhna_c,1011,1,33.0,1.0,0.0,0.0
6288,PknI,octdp_c,1011,1,25.0,1.0,0.0,0.0
6289,PknI,dhnpt_c,1011,1,40.0,1.0,0.0,0.0
6290,PknI,2ahhmp_c,1011,1,41.0,1.0,0.0,0.0
6291,PknI,6hmhpt_c,1011,1,41.0,1.0,0.0,0.0
6292,PknI,dhor__S_c,1011,1,17.0,1.0,0.0,0.0
6293,PknI,orot_c,1011,1,18.0,1.0,0.0,0.0
